period,month,cluster_id,label_ko,article_count,total_tokens,cluster_tokens,docs_with_cluster,normalized_frequency_per_10k_tokens,article_share
park_2013_2017,2014-11,performance_npm,성과주의/NPM,9004,2484169,19437,6302,78.24346894273296,0.6999111505997334
park_2013_2017,2014-11,digital_transformation,디지털 전환,9004,2484169,3087,1030,12.426690776674212,0.11439360284318081
park_2013_2017,2014-11,public_health_crisis,방역/위기 대응,9004,2484169,2956,1452,11.899351453141875,0.16126166148378498
park_2013_2017,2014-12,organizational_culture,조직문화,9871,2830376,11613,4123,41.02988436871992,0.41768817748961606
park_2013_2017,2014-12,fairness,공정성,9871,2830376,6501,2100,22.968679779647648,0.2127444027960693
park_2013_2017,2014-12,performance_npm,성과주의/NPM,9871,2830376,21686,6904,76.61879552398692,0.6994225509066964
park_2013_2017,2014-12,digital_transformation,디지털 전환,9871,2830376,4306,1608,15.213526400732624,0.1629014284267045
park_2013_2017,2014-12,public_health_crisis,방역/위기 대응,9871,2830376,3550,1652,12.54250318685574,0.1673589301995745
park_2013_2017,2015-01,organizational_culture,조직문화,9919,2839741,12895,4404,45.40907075680494,0.4439963706018752
park_2013_2017,2015-01,fairness,공정성,9919,2839741,5175,1866,18.22349291713575,0.18812380280270188
park_2013_2017,2015-01,performance_npm,성과주의/NPM,9919,2839741,20970,6724,73.84476260335009,0.6778909164230266
park_2013_2017,2015-01,digital_transformation,디지털 전환,9919,2839741,4640,1837,16.339518287055053,0.1852001209799375
park_2013_2017,2015-01,public_health_crisis,방역/위기 대응,9919,2839741,3425,1774,12.06095908042318,0.1788486742615183
park_2013_2017,2015-02,organizational_culture,조직문화,8019,2323528,8906,3250,38.3296435420619,0.4052874423244794
park_2013_2017,2015-02,fairness,공정성,8019,2323528,3905,1486,16.80633932537073,0.18530988901359272
park_2013_2017,2015-02,performance_npm,성과주의/NPM,8019,2323528,16095,5529,69.26966234106067,0.689487467265245
park_2013_2017,2015-02,digital_transformation,디지털 전환,8019,2323528,3440,1341,14.8050722866262,0.16722783389450055
park_2013_2017,2015-02,public_health_crisis,방역/위기 대응,8019,2323528,2495,1237,10.737981207887316,0.15425863574011722
park_2013_2017,2015-03,organizational_culture,조직문화,11039,3089301,11597,4235,37.53923622204505,0.38363982244768546
park_2013_2017,2015-03,fairness,공정성,11039,3089301,6711,2174,21.72336072140591,0.1969381284536643
park_2013_2017,2015-03,performance_npm,성과주의/NPM,11039,3089301,22270,7779,72.08750458437038,0.7046833952350756
park_2013_2017,2015-03,digital_transformation,디지털 전환,11039,3089301,5700,2005,18.45077575801128,0.1816287707219857
park_2013_2017,2015-03,public_health_crisis,방역/위기 대응,11039,3089301,3170,1462,10.261220904016799,0.13243953256635566
park_2013_2017,2015-04,organizational_culture,조직문화,9176,2653906,9155,3464,34.49632353218237,0.37750653879686136
park_2013_2017,2015-04,fairness,공정성,9176,2653906,5214,1868,19.646513478623582,0.2035745422842197
park_2013_2017,2015-04,performance_npm,성과주의/NPM,9176,2653906,18912,6374,71.26100170842524,0.6946381865736705
park_2013_2017,2015-04,digital_transformation,디지털 전환,9176,2653906,3306,1272,12.457110387481697,0.13862249346120314
park_2013_2017,2015-04,public_health_crisis,방역/위기 대응,9176,2653906,3043,1457,11.466118242319057,0.15878378378378377
park_2013_2017,2015-05,organizational_culture,조직문화,9607,2715935,9777,3738,35.99865239779302,0.38909128760278966
park_2013_2017,2015-05,fairness,공정성,9607,2715935,4388,1699,16.15649859072474,0.17685021338607265
park_2013_2017,2015-05,performance_npm,성과주의/NPM,9607,2715935,24280,6826,89.39831034247874,0.7105235765587592
park_2013_2017,2015-05,digital_transformation,디지털 전환,9607,2715935,4253,1171,15.659432202906181,0.121890288331425
park_2013_2017,2015-05,public_health_crisis,방역/위기 대응,9607,2715935,3234,1386,11.90750146818683,0.1442698032684501
park_2013_2017,2015-06,organizational_culture,조직문화,9908,2719244,9583,3669,35.241412686761464,0.3703068227694792
park_2013_2017,2015-06,fairness,공정성,9908,2719244,4366,1659,16.055933193196346,0.1674404521598708
park_2013_2017,2015-06,performance_npm,성과주의/NPM,9908,2719244,20450,6862,75.20472601943776,0.6925716592652402
park_2013_2017,2015-06,digital_transformation,디지털 전환,9908,2719244,4011,1476,14.750423279411484,0.14897052886556317
park_2013_2017,2015-06,public_health_crisis,방역/위기 대응,9908,2719244,17743,2690,65.24975324023883,0.271497779572063
park_2013_2017,2015-07,organizational_culture,조직문화,11793,3263819,13505,4746,41.3779072920404,0.4024421266853218
park_2013_2017,2015-07,fairness,공정성,11793,3263819,5695,2096,17.448884267172904,0.17773255320953107
park_2013_2017,2015-07,performance_npm,성과주의/NPM,11793,3263819,25131,7882,76.99875513930154,0.668362587975918
park_2013_2017,2015-07,digital_transformation,디지털 전환,11793,3263819,4174,1599,12.788699373341476,0.1355889086746375
park_2013_2017,2015-07,public_health_crisis,방역/위기 대응,11793,3263819,5562,1921,17.041386179809603,0.16289324175358263
park_2013_2017,2015-08,organizational_culture,조직문화,11589,3284579,10827,4048,32.96312860795859,0.3492967469151782
park_2013_2017,2015-08,fairness,공정성,11589,3284579,7896,2348,24.039610555873374,0.2026059194063336
park_2013_2017,2015-08,performance_npm,성과주의/NPM,11589,3284579,27903,8339,84.95152651222577,0.7195616532919148
park_2013_2017,2015-08,digital_transformation,디지털 전환,11589,3284579,3430,1336,10.44273862799464,0.11528173267753905
park_2013_2017,2015-08,public_health_crisis,방역/위기 대응,11589,3284579,5322,2259,16.202989789559027,0.19492622314263525
park_2013_2017,2015-09,organizational_culture,조직문화,9490,2634346,9532,3631,36.183553716937716,0.3826132771338251
park_2013_2017,2015-09,fairness,공정성,9490,2634346,6348,1948,24.09706242080577,0.2052687038988409
park_2013_2017,2015-09,performance_npm,성과주의/NPM,9490,2634346,22667,6762,86.04412632205488,0.7125395152792413
park_2013_2017,2015-09,digital_transformation,디지털 전환,9490,2634346,4774,1517,18.122144927052105,0.15985247629083246
park_2013_2017,2015-09,public_health_crisis,방역/위기 대응,9490,2634346,3646,1451,13.840247256814404,0.15289778714436247
park_2013_2017,2015-10,organizational_culture,조직문화,8592,2440997,9172,3354,37.574810620414524,0.39036312849162014
park_2013_2017,2015-10,fairness,공정성,8592,2440997,4018,1418,16.46048725172542,0.1650372439478585
park_2013_2017,2015-10,performance_npm,성과주의/NPM,8592,2440997,16549,5607,67.7960685736197,0.6525837988826816
park_2013_2017,2015-10,digital_transformation,디지털 전환,8592,2440997,3015,1117,12.351510468878086,0.1300046554934823
park_2013_2017,2015-10,public_health_crisis,방역/위기 대응,8592,2440997,2608,1255,10.68415897274761,0.1460661080074488
park_2013_2017,2015-11,organizational_culture,조직문화,9077,2617903,9444,3515,36.07467503570606,0.3872424809959238
park_2013_2017,2015-11,fairness,공정성,9077,2617903,4336,1614,16.562874942272497,0.17781205244023357
park_2013_2017,2015-11,performance_npm,성과주의/NPM,9077,2617903,18545,6023,70.83914109881077,0.6635452241930153
park_2013_2017,2015-11,digital_transformation,디지털 전환,9077,2617903,3905,1354,14.916519061248641,0.1491682273879035
park_2013_2017,2015-11,public_health_crisis,방역/위기 대응,9077,2617903,3315,1493,12.662806834325032,0.16448165693511071
park_2013_2017,2015-12,organizational_culture,조직문화,9839,2860927,10037,3782,35.083034275254136,0.38438865738388045
park_2013_2017,2015-12,fairness,공정성,9839,2860927,4984,1760,17.420926853428977,0.17887996747636956
park_2013_2017,2015-12,performance_npm,성과주의/NPM,9839,2860927,24531,7043,85.74493512067941,0.7158247789409493
park_2013_2017,2015-12,digital_transformation,디지털 전환,9839,2860927,3923,1308,13.712338693018031,0.13294033946539283
park_2013_2017,2015-12,public_health_crisis,방역/위기 대응,9839,2860927,3984,1828,13.925556296962489,0.18579123894704747
park_2013_2017,2016-01,organizational_culture,조직문화,9053,2614347,8849,3372,33.84784039762128,0.37247321329945876
park_2013_2017,2016-01,fairness,공정성,9053,2614347,4697,1701,17.966245490747784,0.1878935159615597
park_2013_2017,2016-01,performance_npm,성과주의/NPM,9053,2614347,19880,6296,76.0419332246255,0.6954600684855848
park_2013_2017,2016-01,digital_transformation,디지털 전환,9053,2614347,3945,1358,15.089810189695553,0.15000552303103942
park_2013_2017,2016-01,public_health_crisis,방역/위기 대응,9053,2614347,4196,1781,16.049896972360592,0.19673036562465482
park_2013_2017,2016-02,organizational_culture,조직문화,7009,2042010,6964,2583,34.10365277349278,0.3685261806249108
park_2013_2017,2016-02,fairness,공정성,7009,2042010,3820,1239,18.707058241634467,0.17677272078755885
park_2013_2017,2016-02,performance_npm,성과주의/NPM,7009,2042010,14149,4856,69.28957252902777,0.6928235126266229
park_2013_2017,2016-02,digital_transformation,디지털 전환,7009,2042010,2694,870,13.192883482451114,0.12412612355542874
park_2013_2017,2016-02,public_health_crisis,방역/위기 대응,7009,2042010,3529,1421,17.28199176301781,0.2027393351405336
park_2013_2017,2016-03,organizational_culture,조직문화,8675,2586733,8930,3353,34.52231057476748,0.3865129682997118
park_2013_2017,2016-03,fairness,공정성,8675,2586733,4727,1700,18.274015911189906,0.19596541786743515
park_2013_2017,2016-03,performance_npm,성과주의/NPM,8675,2586733,17813,6133,68.86292477808881,0.7069740634005763
park_2013_2017,2016-03,digital_transformation,디지털 전환,8675,2586733,5503,1361,21.27393898017306,0.15688760806916427
park_2013_2017,2016-03,public_health_crisis,방역/위기 대응,8675,2586733,3204,1546,12.386280300286113,0.17821325648414985
park_2013_2017,2016-04,organizational_culture,조직문화,7946,2409838,7833,2901,32.50425962243105,0.36508935313365215
park_2013_2017,2016-04,fairness,공정성,7946,2409838,3916,1484,16.25005498294906,0.18676063428139944
park_2013_2017,2016-04,performance_npm,성과주의/NPM,7946,2409838,18576,5589,77.08401975568482,0.7033727661716587
park_2013_2017,2016-04,digital_transformation,디지털 전환,7946,2409838,3141,869,13.034071169929266,0.1093632016108734
park_2013_2017,2016-04,public_health_crisis,방역/위기 대응,7946,2409838,3038,1531,12.606656547037602,0.19267556003020386
park_2013_2017,2016-05,organizational_culture,조직문화,8293,2444626,9627,3390,39.38025693909825,0.4087784878813457
park_2013_2017,2016-05,fairness,공정성,8293,2444626,3780,1445,15.46248792248794,0.1742433377547329
park_2013_2017,2016-05,performance_npm,성과주의/NPM,8293,2444626,21068,5960,86.18087183888252,0.7186784034728084
park_2013_2017,2016-05,digital_transformation,디지털 전환,8293,2444626,2894,803,11.838211652825423,0.09682865066923911
park_2013_2017,2016-05,public_health_crisis,방역/위기 대응,8293,2444626,3061,1536,12.521342732998832,0.18521644760641504
park_2013_2017,2016-06,organizational_culture,조직문화,8304,2442727,10494,3540,42.960183434333835,0.4263005780346821
park_2013_2017,2016-06,fairness,공정성,8304,2442727,5837,1781,23.89542507206086,0.21447495183044316
park_2013_2017,2016-06,performance_npm,성과주의/NPM,8304,2442727,19591,5868,80.20134873852051,0.7066473988439307
park_2013_2017,2016-06,digital_transformation,디지털 전환,8304,2442727,3172,908,12.985487121565365,0.10934489402697495
park_2013_2017,2016-06,public_health_crisis,방역/위기 대응,8304,2442727,3384,1724,13.85336961518827,0.20761078998073218
park_2013_2017,2016-07,organizational_culture,조직문화,7539,2249056,9094,3193,40.43474239858857,0.42353097227749037
park_2013_2017,2016-07,fairness,공정성,7539,2249056,5209,1586,23.16082836532305,0.21037272847857805
park_2013_2017,2016-07,performance_npm,성과주의/NPM,7539,2249056,15235,4951,67.73953160792794,0.6567183976654729
park_2013_2017,2016-07,digital_transformation,디지털 전환,7539,2249056,2747,850,12.214013346043853,0.11274704868019632
park_2013_2017,2016-07,public_health_crisis,방역/위기 대응,7539,2249056,2977,1462,13.236664627292516,0.19392492372993766
park_2013_2017,2016-08,organizational_culture,조직문화,7540,2242259,7923,2841,35.33490109750925,0.376790450928382
park_2013_2017,2016-08,fairness,공정성,7540,2242259,4512,1491,20.122563896499024,0.19774535809018567
park_2013_2017,2016-08,performance_npm,성과주의/NPM,7540,2242259,14493,5094,64.63570889892738,0.6755968169761273
park_2013_2017,2016-08,digital_transformation,디지털 전환,7540,2242259,2906,847,12.960144211707926,0.1123342175066313
park_2013_2017,2016-08,public_health_crisis,방역/위기 대응,7540,2242259,2786,1375,12.424969639992524,0.1823607427055703
park_2013_2017,2016-09,organizational_culture,조직문화,7195,2108158,7521,2783,35.675694136777224,0.38679638637943015
park_2013_2017,2016-09,fairness,공정성,7195,2108158,4553,1454,21.597052972310422,0.20208478109798472
park_2013_2017,2016-09,performance_npm,성과주의/NPM,7195,2108158,15794,4949,74.91848333948404,0.6878387769284225
park_2013_2017,2016-09,digital_transformation,디지털 전환,7195,2108158,2946,909,13.974284659878434,0.12633773453787353
park_2013_2017,2016-09,public_health_crisis,방역/위기 대응,7195,2108158,3286,1442,15.587067003516813,0.20041695621959693
park_2013_2017,2016-10,organizational_culture,조직문화,7664,2294219,8779,3198,38.26574533643039,0.41727557411273486
park_2013_2017,2016-10,fairness,공정성,7664,2294219,5031,1726,21.929031186647833,0.22520876826722339
park_2013_2017,2016-10,performance_npm,성과주의/NPM,7664,2294219,14973,5090,65.26403974511588,0.6641440501043842
park_2013_2017,2016-10,digital_transformation,디지털 전환,7664,2294219,3023,942,13.176597351865711,0.12291231732776618
park_2013_2017,2016-10,public_health_crisis,방역/위기 대응,7664,2294219,3361,1456,14.649865596963497,0.18997912317327767
park_2013_2017,2016-11,organizational_culture,조직문화,7662,2474151,8190,3031,33.102264170618525,0.3955886191594884
park_2013_2017,2016-11,fairness,공정성,7662,2474151,5364,1820,21.680164226031472,0.2375358914121639
park_2013_2017,2016-11,performance_npm,성과주의/NPM,7662,2474151,14974,5321,60.52177090242269,0.6944661968154529
park_2013_2017,2016-11,digital_transformation,디지털 전환,7662,2474151,3129,904,12.646762465185025,0.11798486034977812
park_2013_2017,2016-11,public_health_crisis,방역/위기 대응,7662,2474151,3578,1596,14.461526398348362,0.20830070477682067
park_2013_2017,2016-12,organizational_culture,조직문화,8142,2578491,9227,3411,35.78449566044636,0.4189388356669123
park_2013_2017,2016-12,fairness,공정성,8142,2578491,4714,1697,18.282010679889904,0.20842544829280274
park_2013_2017,2016-12,performance_npm,성과주의/NPM,8142,2578491,18105,5749,70.21548649966202,0.7060918693195775
park_2013_2017,2016-12,digital_transformation,디지털 전환,8142,2578491,3306,994,12.821452547245656,0.12208302628346844
park_2013_2017,2016-12,public_health_crisis,방역/위기 대응,8142,2578491,4049,1711,15.70298286866233,0.21014492753623187
park_2013_2017,2017-01,organizational_culture,조직문화,7956,2499151,9609,3461,38.449057299859035,0.4350175967823027
park_2013_2017,2017-01,fairness,공정성,7956,2499151,6132,2037,24.536332538530086,0.2560331825037707
park_2013_2017,2017-01,performance_npm,성과주의/NPM,7956,2499151,16733,5418,66.95473782896671,0.6809954751131222
park_2013_2017,2017-01,digital_transformation,디지털 전환,7956,2499151,3789,1104,15.161148726107387,0.138763197586727
park_2013_2017,2017-01,public_health_crisis,방역/위기 대응,7956,2499151,3895,1728,15.585292765423137,0.2171945701357466
park_2013_2017,2017-02,organizational_culture,조직문화,7924,2486433,8863,3166,35.645440677468486,0.3995456839979808
park_2013_2017,2017-02,fairness,공정성,7924,2486433,5984,2049,24.066604650115245,0.25858152448258453
park_2013_2017,2017-02,performance_npm,성과주의/NPM,7924,2486433,15614,5263,62.796785596072766,0.6641847551741544
park_2013_2017,2017-02,digital_transformation,디지털 전환,7924,2486433,3770,1143,15.162282675624077,0.14424533064109035
park_2013_2017,2017-02,public_health_crisis,방역/위기 대응,7924,2486433,3541,1488,14.241284603285107,0.18778394750126198
