cluster_id,label_ko,moon_post_covid_2020_2022,moon_pre_covid_2017_2019,park_2013_2017,government_change_pre_covid,covid_period_shift,cumulative_change,dominant_effect,pre_covid_increase,post_covid_increase,post_covid_only_surge
public_health_crisis,방역/위기 대응,129.00713286260543,12.6082145103865,14.202927652242035,-1.5947131418555358,116.39891835221893,114.80420521036339,covid_period_shift,False,True,True
digital_transformation,디지털 전환,34.12750758758609,20.041475516646383,11.966438471322839,8.075037045323544,14.086032070939705,22.16106911626325,covid_period_shift,True,True,False
performance_npm,성과주의/NPM,65.76075611260121,70.68814064648897,73.74257678848262,-3.054436141993648,-4.927384533887761,-7.9818206758814085,covid_period_shift,False,False,False
fairness,공정성,21.13712733807876,23.181486366806542,19.348564324828693,3.8329220419778487,-2.044359028727783,1.7885630132500658,government_change_pre_covid,True,False,False
organizational_culture,조직문화,37.913508715846014,37.42952573812501,37.620011265697336,-0.19048552757232784,0.4839829777210056,0.2934974501486778,covid_period_shift,False,True,True
