keyword,tfidf_delta_covid_period_shift,tfidf_delta_cumulative_change,tfidf_delta_government_change_pre_covid,log_odds_z_covid_period_shift,log_odds_z_cumulative_change,log_odds_z_government_change_pre_covid,effect_pattern,absolute_cumulative_tfidf_change
비판,0.001833793110299558,0.0019861801420162587,0.0001523870317167008,18.942417105967667,28.07827861847672,8.232562729926698,cumulative_reconfiguration,0.0019861801420162587
누적,0.0014541361841944444,0.001960174861806544,0.0005060386776120996,30.7559206273444,44.52418580367141,12.641601863611236,cumulative_reconfiguration,0.001960174861806544
일상,0.0017230151037432098,0.0019108188247100573,0.00018780372096684748,35.1951571011691,40.6873711325283,3.557806325007964,cumulative_reconfiguration,0.0019108188247100573
공공,0.0015656893602529328,0.0018798230379420688,0.000314133677689136,22.978309936646703,29.359998026879715,5.247901080618392,cumulative_reconfiguration,0.0018798230379420688
착용,0.0016837199179811474,0.001850783637908173,0.0001670637199270256,40.82257714403381,49.556460856158445,6.960192217785861,cumulative_reconfiguration,0.001850783637908173
신속,0.0012295581770770878,0.001783920740951373,0.0005543625638742852,24.80244028199073,40.094630198565405,14.320256799253208,cumulative_reconfiguration,0.001783920740951373
화폐,0.0005013064747935209,0.0017718818099647818,0.0012705753351712609,9.324931726921896,52.70051403039462,43.97351082861042,pre_existing_government_change,0.0017718818099647818
수소,0.0009953212708215299,0.0017691859867939215,0.0007738647159723916,28.468345976457723,56.83615951815117,30.82181653075376,cumulative_reconfiguration,0.0017691859867939215
절차,0.0007493385714553297,0.001762223636555314,0.0010128850650999843,9.78811670827026,31.335904819136037,21.06493059225104,pre_existing_government_change,0.001762223636555314
바이오,0.00045047662063854273,0.001745441427160015,0.0012949648065214722,11.795460378335436,41.287429138195066,29.383775179809778,pre_existing_government_change,0.001745441427160015
코스닥,0.00046151006353944935,0.0017339994211066083,0.001272489357567159,0.7152423103753218,29.71223130938005,28.955830295857997,pre_existing_government_change,0.0017339994211066083
검사장,0.0016434261503834304,0.0017075293959965916,6.410324561316114e-05,35.53732676891505,40.394186775091526,2.8023529090979813,cumulative_reconfiguration,0.0017075293959965916
성범죄,0.0009259437837616995,0.0016871228202170753,0.000761179036455376,18.378462192871424,38.93381308798495,20.352596585201876,cumulative_reconfiguration,0.0016871228202170753
임대차,0.0015422326576694277,0.0016674084204524459,0.00012517576278301806,40.38499361714634,46.70890318411849,4.272594844723504,cumulative_reconfiguration,0.0016674084204524459
매입,0.0014960114642367116,0.0016035192529275477,0.00010750778869083612,27.545225960815937,33.829376834619104,4.849460556252722,cumulative_reconfiguration,0.0016035192529275477
수사권,0.0006808422195298651,0.001592663672745514,0.0009118214532156491,14.878733729645251,36.81346016403306,22.067033208354804,pre_existing_government_change,0.001592663672745514
다주택자,0.0008887244167213902,0.0015858434195922051,0.000697119002870815,21.799074056823414,48.284859586338094,28.438506313934845,cumulative_reconfiguration,0.0015858434195922051
