period,period_label,keyword,tfidf
park_2013_2017,박근혜정부(2013-2017),개인적,0.0016715997792856824
park_2013_2017,박근혜정부(2013-2017),개인정보,0.0012305693071834665
park_2013_2017,박근혜정부(2013-2017),개척,0.0011736304985726627
park_2013_2017,박근혜정부(2013-2017),개통,0.0011524332552776127
park_2013_2017,박근혜정부(2013-2017),개편,0.0038739869090838102
park_2013_2017,박근혜정부(2013-2017),개편안,0.0006849458300361602
park_2013_2017,박근혜정부(2013-2017),개혁,0.011079613894300143
park_2013_2017,박근혜정부(2013-2017),객관적,0.0010867313936130942
park_2013_2017,박근혜정부(2013-2017),거대,0.0019454541861991443
park_2013_2017,박근혜정부(2013-2017),거래소,0.0008289272972990565
park_2013_2017,박근혜정부(2013-2017),거절,0.0010483566929494995
park_2013_2017,박근혜정부(2013-2017),거점,0.0009292332282230414
park_2013_2017,박근혜정부(2013-2017),거주,0.001521425021727298
park_2013_2017,박근혜정부(2013-2017),거짓,0.000951672930890876
park_2013_2017,박근혜정부(2013-2017),거짓말,0.001583828426654634
park_2013_2017,박근혜정부(2013-2017),거취,0.0009881498374779082
park_2013_2017,박근혜정부(2013-2017),건강보험,0.0008818145103209835
park_2013_2017,박근혜정부(2013-2017),건국대,0.001055957694540804
park_2013_2017,박근혜정부(2013-2017),건립,0.0015046532644517499
park_2013_2017,박근혜정부(2013-2017),건설사,0.001152697801477576
park_2013_2017,박근혜정부(2013-2017),건수,0.00112643850790437
park_2013_2017,박근혜정부(2013-2017),건의,0.0011970754275395198
park_2013_2017,박근혜정부(2013-2017),건전,0.0010921411873402141
park_2013_2017,박근혜정부(2013-2017),건축,0.0019904583101948447
park_2013_2017,박근혜정부(2013-2017),건축물,0.001143188957660375
park_2013_2017,박근혜정부(2013-2017),걸림돌,0.0008751713290617529
park_2013_2017,박근혜정부(2013-2017),걸음,0.0008645655062015606
park_2013_2017,박근혜정부(2013-2017),검거,0.001745500957739748
park_2013_2017,박근혜정부(2013-2017),검사들,0.0004546342558931247
park_2013_2017,박근혜정부(2013-2017),검사장,0.0010680119436798112
park_2013_2017,박근혜정부(2013-2017),검색,0.0012763224877606297
park_2013_2017,박근혜정부(2013-2017),검찰이,0.0009484880428089394
park_2013_2017,박근혜정부(2013-2017),검찰청,0.0005586536949356128
park_2013_2017,박근혜정부(2013-2017),것은,0.0028016686882071664
park_2013_2017,박근혜정부(2013-2017),것을,0.0019064884171995872
park_2013_2017,박근혜정부(2013-2017),것이,0.0018286651412564045
park_2013_2017,박근혜정부(2013-2017),것이다,0.0024643386330175905
park_2013_2017,박근혜정부(2013-2017),게시판,0.0008172636004944197
park_2013_2017,박근혜정부(2013-2017),게이트,0.0012494939460323175
park_2013_2017,박근혜정부(2013-2017),게재,0.0009367861330491488
park_2013_2017,박근혜정부(2013-2017),겨냥,0.001877263770392875
park_2013_2017,박근혜정부(2013-2017),겨울,0.00225656396421665
park_2013_2017,박근혜정부(2013-2017),격려,0.00119159043120907
park_2013_2017,박근혜정부(2013-2017),격차,0.0018060508570783276
park_2013_2017,박근혜정부(2013-2017),견제,0.0017662228571300531
park_2013_2017,박근혜정부(2013-2017),견해,0.0013926705356268596
park_2013_2017,박근혜정부(2013-2017),결과를,0.0010445577296724316
park_2013_2017,박근혜정부(2013-2017),결과적,0.0011699603682759445
park_2013_2017,박근혜정부(2013-2017),결단,0.0014580504211772938
park_2013_2017,박근혜정부(2013-2017),결렬,0.0005997019222436987
park_2013_2017,박근혜정부(2013-2017),결성,0.0010782437514870594
park_2013_2017,박근혜정부(2013-2017),결심,0.0013069052528436294
park_2013_2017,박근혜정부(2013-2017),결의,0.0016678632419865477
park_2013_2017,박근혜정부(2013-2017),결의안,0.0014775252253782512
park_2013_2017,박근혜정부(2013-2017),결정적,0.0011957214344123486
park_2013_2017,박근혜정부(2013-2017),결제,0.0013881872265813996
park_2013_2017,박근혜정부(2013-2017),결합,0.0017776506928484967
park_2013_2017,박근혜정부(2013-2017),경계,0.001786575997002462
park_2013_2017,박근혜정부(2013-2017),경남도,0.001057089386650941
park_2013_2017,박근혜정부(2013-2017),경력,0.0022867477611639903
park_2013_2017,박근혜정부(2013-2017),경로,0.0009254246056326687
park_2013_2017,박근혜정부(2013-2017),경매,0.000917429223012195
park_2013_2017,박근혜정부(2013-2017),경비,0.0011196301331760801
park_2013_2017,박근혜정부(2013-2017),경영,0.006998261020431916
park_2013_2017,박근혜정부(2013-2017),경영자,0.0017239492044128662
park_2013_2017,박근혜정부(2013-2017),경영진,0.0013477429414161407
park_2013_2017,박근혜정부(2013-2017),경영학,0.0008854026188062177
park_2013_2017,박근혜정부(2013-2017),경위,0.0012014482065083212
park_2013_2017,박근혜정부(2013-2017),경쟁,0.006324069697008959
park_2013_2017,박근혜정부(2013-2017),경쟁력,0.005303222938355304
park_2013_2017,박근혜정부(2013-2017),경쟁률,0.0009293673859934946
park_2013_2017,박근혜정부(2013-2017),경쟁자,0.0008207705533467025
park_2013_2017,박근혜정부(2013-2017),경제부총리,0.0008676471444043908
park_2013_2017,박근혜정부(2013-2017),경제성,0.0005811236175444607
park_2013_2017,박근혜정부(2013-2017),경제성장,0.0009854103942806066
park_2013_2017,박근혜정부(2013-2017),경제적,0.0019865111590272335
park_2013_2017,박근혜정부(2013-2017),경제정책,0.0008623953535052873
park_2013_2017,박근혜정부(2013-2017),경제학,0.0017150581488550873
park_2013_2017,박근혜정부(2013-2017),경제협력개발기구,0.0011247856116826938
park_2013_2017,박근혜정부(2013-2017),경주,0.001964762702449229
park_2013_2017,박근혜정부(2013-2017),경찰관,0.0019242311818964046
park_2013_2017,박근혜정부(2013-2017),경찰서,0.001046049198070561
park_2013_2017,박근혜정부(2013-2017),경찰청,0.002456895231251984
park_2013_2017,박근혜정부(2013-2017),경찰청장,0.0008953239557332375
park_2013_2017,박근혜정부(2013-2017),경향,0.0018705795986752084
park_2013_2017,박근혜정부(2013-2017),경향신문,0.002225525294941479
park_2013_2017,박근혜정부(2013-2017),경험,0.005689501964163855
park_2013_2017,박근혜정부(2013-2017),경희대,0.0012393955550523792
park_2013_2017,박근혜정부(2013-2017),계급,0.0009840663493620077
park_2013_2017,박근혜정부(2013-2017),계단,0.001020274709777673
park_2013_2017,박근혜정부(2013-2017),계산,0.0016139028555640482
park_2013_2017,박근혜정부(2013-2017),계속,0.0008816013485324741
park_2013_2017,박근혜정부(2013-2017),계승,0.0009116291347111691
park_2013_2017,박근혜정부(2013-2017),계약,0.00497020328970595
park_2013_2017,박근혜정부(2013-2017),계열,0.0013563123259417176
park_2013_2017,박근혜정부(2013-2017),계정,0.0006026211804515648
park_2013_2017,박근혜정부(2013-2017),계좌,0.0016167913348114132
park_2013_2017,박근혜정부(2013-2017),계층,0.0017381695631941082
park_2013_2017,박근혜정부(2013-2017),고가,0.0008447072939350107
park_2013_2017,박근혜정부(2013-2017),고개,0.0013719432679139588
park_2013_2017,박근혜정부(2013-2017),고객들,0.0012590049064430376
park_2013_2017,박근혜정부(2013-2017),고교,0.002981320506986038
park_2013_2017,박근혜정부(2013-2017),고급,0.0019502435836319715
park_2013_2017,박근혜정부(2013-2017),고기,0.0009131769757000684
park_2013_2017,박근혜정부(2013-2017),고대,0.0009832753156349748
park_2013_2017,박근혜정부(2013-2017),고도,0.0009641314671696776
park_2013_2017,박근혜정부(2013-2017),고등학교,0.0029374673952089012
park_2013_2017,박근혜정부(2013-2017),고등학생,0.0010038460697659255
park_2013_2017,박근혜정부(2013-2017),고려대,0.002689049113716819
park_2013_2017,박근혜정부(2013-2017),고령,0.0012214402744182365
park_2013_2017,박근혜정부(2013-2017),고령자,0.0006351267898816275
park_2013_2017,박근혜정부(2013-2017),고령화,0.0011892808885903838
park_2013_2017,박근혜정부(2013-2017),고리,0.0010561927745856977
park_2013_2017,박근혜정부(2013-2017),고립,0.0009235557468566671
park_2013_2017,박근혜정부(2013-2017),고문,0.001978302746815193
park_2013_2017,박근혜정부(2013-2017),고백,0.0010578303076505277
park_2013_2017,박근혜정부(2013-2017),고사,0.0009341268403710831
park_2013_2017,박근혜정부(2013-2017),고생,0.0009993315754942696
park_2013_2017,박근혜정부(2013-2017),고소,0.0010118421484332715
park_2013_2017,박근혜정부(2013-2017),고속도로,0.0010808660943184773
park_2013_2017,박근혜정부(2013-2017),고수,0.001209771202507669
park_2013_2017,박근혜정부(2013-2017),고시,0.0011594954908498674
park_2013_2017,박근혜정부(2013-2017),고심,0.0008397123510759008
park_2013_2017,박근혜정부(2013-2017),고양,0.00101700306693249
park_2013_2017,박근혜정부(2013-2017),고양시,0.0007494293560445578
park_2013_2017,박근혜정부(2013-2017),고용,0.005256015374552852
park_2013_2017,박근혜정부(2013-2017),고용노동부,0.001281859738828174
park_2013_2017,박근혜정부(2013-2017),고위급,0.001764530658642825
park_2013_2017,박근혜정부(2013-2017),고유,0.0009508332851932389
park_2013_2017,박근혜정부(2013-2017),고인,0.0011077850828684615
park_2013_2017,박근혜정부(2013-2017),고전,0.0011150172475619402
park_2013_2017,박근혜정부(2013-2017),고정,0.0008246487682605363
park_2013_2017,박근혜정부(2013-2017),고조,0.0010312960053302227
park_2013_2017,박근혜정부(2013-2017),고집,0.0010012036834987571
park_2013_2017,박근혜정부(2013-2017),고통,0.0029480746073107284
park_2013_2017,박근혜정부(2013-2017),고향,0.0019383577164105493
park_2013_2017,박근혜정부(2013-2017),곤란,0.0008467915612445622
park_2013_2017,박근혜정부(2013-2017),골목,0.0008181225167698996
park_2013_2017,박근혜정부(2013-2017),골프장,0.001333323220231852
park_2013_2017,박근혜정부(2013-2017),공감,0.002766350960465806
park_2013_2017,박근혜정부(2013-2017),공감대,0.0014826659963446673
park_2013_2017,박근혜정부(2013-2017),공개적,0.0012108351325452224
park_2013_2017,박근혜정부(2013-2017),공격,0.004764255335233126
park_2013_2017,박근혜정부(2013-2017),공격적,0.0008570419488439136
park_2013_2017,박근혜정부(2013-2017),공고,0.000691353274381503
park_2013_2017,박근혜정부(2013-2017),공공,0.004444149679529592
park_2013_2017,박근혜정부(2013-2017),공공기관,0.003014536657474846
park_2013_2017,박근혜정부(2013-2017),공군,0.0011918502801797932
park_2013_2017,박근혜정부(2013-2017),공급망,6.857865527826406e-05
park_2013_2017,박근혜정부(2013-2017),공기,0.0010791731509161274
park_2013_2017,박근혜정부(2013-2017),공기업,0.0028173023225812866
park_2013_2017,박근혜정부(2013-2017),공단,0.0027292866108374544
park_2013_2017,박근혜정부(2013-2017),공동대표,0.0014176477878465325
park_2013_2017,박근혜정부(2013-2017),공동체,0.002980778874440402
park_2013_2017,박근혜정부(2013-2017),공략,0.0011796900986802657
park_2013_2017,박근혜정부(2013-2017),공론화,0.0005242059683272577
park_2013_2017,박근혜정부(2013-2017),공매도,0.00022723298847578496
park_2013_2017,박근혜정부(2013-2017),공모,0.0018154780279206275
park_2013_2017,박근혜정부(2013-2017),공모전,0.0008931584114589744
park_2013_2017,박근혜정부(2013-2017),공무원,0.01957114831824494
park_2013_2017,박근혜정부(2013-2017),공무원들,0.002215308383013448
park_2013_2017,박근혜정부(2013-2017),공방,0.0016160629737450723
park_2013_2017,박근혜정부(2013-2017),공백,0.001139616958636887
park_2013_2017,박근혜정부(2013-2017),공사,0.00436961688238732
park_2013_2017,박근혜정부(2013-2017),공산당,0.0017195915346777308
park_2013_2017,박근혜정부(2013-2017),공세,0.001396505814906751
park_2013_2017,박근혜정부(2013-2017),공식적,0.0012105411667057884
park_2013_2017,박근혜정부(2013-2017),공원,0.001698754480713921
park_2013_2017,박근혜정부(2013-2017),공익,0.0009879504603677895
park_2013_2017,박근혜정부(2013-2017),공인,0.0008646620315716605
park_2013_2017,박근혜정부(2013-2017),공작,0.0006040693239318646
park_2013_2017,박근혜정부(2013-2017),공적,0.0012262190517561837
park_2013_2017,박근혜정부(2013-2017),공정,0.003443413071049119
park_2013_2017,박근혜정부(2013-2017),공정성,0.0023633675825385707
park_2013_2017,박근혜정부(2013-2017),공정위,0.0014937892606374924
park_2013_2017,박근혜정부(2013-2017),공제,0.001436718406963024
park_2013_2017,박근혜정부(2013-2017),공조,0.0014611529714169842
park_2013_2017,박근혜정부(2013-2017),공존,0.0008426834830893587
park_2013_2017,박근혜정부(2013-2017),공직,0.0020465474917398456
park_2013_2017,박근혜정부(2013-2017),공직선거법,0.0010538127634908783
park_2013_2017,박근혜정부(2013-2017),공직자,0.0029275604216850316
park_2013_2017,박근혜정부(2013-2017),공채,0.001081622146612921
park_2013_2017,박근혜정부(2013-2017),공청회,0.001017066555905662
park_2013_2017,박근혜정부(2013-2017),공통,0.0008865196659520665
park_2013_2017,박근혜정부(2013-2017),공통점,0.0008714012758983146
park_2013_2017,박근혜정부(2013-2017),공판,0.0006818427754416921
park_2013_2017,박근혜정부(2013-2017),공포,0.0016687749506815767
park_2013_2017,박근혜정부(2013-2017),공표,0.0005347010241532705
park_2013_2017,박근혜정부(2013-2017),공학,0.0013390879625175042
park_2013_2017,박근혜정부(2013-2017),공헌,0.001363194976566682
park_2013_2017,박근혜정부(2013-2017),공화국,0.0009290660148754723
park_2013_2017,박근혜정부(2013-2017),과거사,0.0016716581135541215
park_2013_2017,박근혜정부(2013-2017),과도,0.0017639768145042843
park_2013_2017,박근혜정부(2013-2017),과목,0.0018337309479734738
park_2013_2017,박근혜정부(2013-2017),과반,0.0008397116561290325
park_2013_2017,박근혜정부(2013-2017),과세,0.0011070641463852555
park_2013_2017,박근혜정부(2013-2017),과시,0.0013654413970371896
park_2013_2017,박근혜정부(2013-2017),과열,0.0005549078168640892
park_2013_2017,박근혜정부(2013-2017),과잉,0.0010593542161865
park_2013_2017,박근혜정부(2013-2017),과정에서,0.0010311209543586227
park_2013_2017,박근혜정부(2013-2017),과징금,0.0010727039744868217
park_2013_2017,박근혜정부(2013-2017),과태료,0.0012864726987297818
park_2013_2017,박근혜정부(2013-2017),과학기술,0.0009559723087271651
park_2013_2017,박근혜정부(2013-2017),과학자,0.0011656064535499977
park_2013_2017,박근혜정부(2013-2017),관객들,0.0013389672201699293
park_2013_2017,박근혜정부(2013-2017),관계자는,0.0009632190312711846
park_2013_2017,박근혜정부(2013-2017),관계자들,0.0009606045151375715
park_2013_2017,박근혜정부(2013-2017),관광지,0.0009230867032054204
park_2013_2017,박근혜정부(2013-2017),관람,0.0010657395208746295
park_2013_2017,박근혜정부(2013-2017),관련자,0.0010859352578148826
park_2013_2017,박근혜정부(2013-2017),관련해,0.002082302752421716
park_2013_2017,박근혜정부(2013-2017),관료,0.0018362385124370331
park_2013_2017,박근혜정부(2013-2017),관리,0.009218129230549418
park_2013_2017,박근혜정부(2013-2017),관리자,0.0007159493057416723
park_2013_2017,박근혜정부(2013-2017),관세,0.0007887032407497682
park_2013_2017,박근혜정부(2013-2017),관심사,0.001097818216511542
park_2013_2017,박근혜정부(2013-2017),관심이,0.0010445199089815609
park_2013_2017,박근혜정부(2013-2017),관여,0.0015017771590579028
park_2013_2017,박근혜정부(2013-2017),관장,0.0010360527750044634
park_2013_2017,박근혜정부(2013-2017),관점,0.0017794285093548276
park_2013_2017,박근혜정부(2013-2017),관찰,0.0009998524541481428
park_2013_2017,박근혜정부(2013-2017),관측,0.002144601764657822
park_2013_2017,박근혜정부(2013-2017),관한,0.000998467016558789
park_2013_2017,박근혜정부(2013-2017),관할,0.0007433429620195564
park_2013_2017,박근혜정부(2013-2017),관행,0.0019983551520054116
park_2013_2017,박근혜정부(2013-2017),광범위,0.001037812832965928
park_2013_2017,박근혜정부(2013-2017),광역,0.0012722861547324706
park_2013_2017,박근혜정부(2013-2017),광장,0.001764270788401839
park_2013_2017,박근혜정부(2013-2017),광주시,0.0011372499838297
park_2013_2017,박근혜정부(2013-2017),광화문,0.0014844724042846836
park_2013_2017,박근혜정부(2013-2017),교도소,0.0008774283806518104
park_2013_2017,박근혜정부(2013-2017),교류,0.002657067270431315
park_2013_2017,박근혜정부(2013-2017),교사들,0.0013028495003335938
park_2013_2017,박근혜정부(2013-2017),교섭,0.0011820261387255262
park_2013_2017,박근혜정부(2013-2017),교수님,0.0007699718301475392
park_2013_2017,박근혜정부(2013-2017),교실,0.001157429659809787
park_2013_2017,박근혜정부(2013-2017),교원,0.001211975938692999
park_2013_2017,박근혜정부(2013-2017),교육,0.013630383379805608
park_2013_2017,박근혜정부(2013-2017),교육과정,0.0011585808443016475
park_2013_2017,박근혜정부(2013-2017),교육청,0.002192848794997682
park_2013_2017,박근혜정부(2013-2017),교장,0.0011441037195826812
park_2013_2017,박근혜정부(2013-2017),교통,0.0022342197742292636
park_2013_2017,박근혜정부(2013-2017),교통부,0.0011657419048300725
park_2013_2017,박근혜정부(2013-2017),교통사고,0.001469484236818692
park_2013_2017,박근혜정부(2013-2017),교환,0.0012616207390334516
park_2013_2017,박근혜정부(2013-2017),교회,0.0014540223903262068
park_2013_2017,박근혜정부(2013-2017),교훈,0.0009835843139917077
park_2013_2017,박근혜정부(2013-2017),구간,0.0014357414953244958
park_2013_2017,박근혜정부(2013-2017),구도,0.00184073026447596
park_2013_2017,박근혜정부(2013-2017),구멍,0.0009217732483198822
park_2013_2017,박근혜정부(2013-2017),구분,0.0017177612050236642
park_2013_2017,박근혜정부(2013-2017),구상,0.00208257955020208
park_2013_2017,박근혜정부(2013-2017),구성원,0.0017899647158603452
park_2013_2017,박근혜정부(2013-2017),구속영장,0.0012353366099596597
park_2013_2017,박근혜정부(2013-2017),구역,0.0015535668806576817
park_2013_2017,박근혜정부(2013-2017),구입,0.00215607444730073
park_2013_2017,박근혜정부(2013-2017),구제,0.001134708708704534
park_2013_2017,박근혜정부(2013-2017),구조적,0.0007121395813808608
park_2013_2017,박근혜정부(2013-2017),구조조정,0.0024301066942865714
park_2013_2017,박근혜정부(2013-2017),구직자,0.0009025515671276106
park_2013_2017,박근혜정부(2013-2017),구청,0.0009751033492765883
park_2013_2017,박근혜정부(2013-2017),구청장,0.0009048515162172793
park_2013_2017,박근혜정부(2013-2017),구체,0.0012493523115452633
park_2013_2017,박근혜정부(2013-2017),구체화,0.0007911902745568601
park_2013_2017,박근혜정부(2013-2017),구형,0.0006335219906464647
park_2013_2017,박근혜정부(2013-2017),구호,0.0013877530310583421
park_2013_2017,박근혜정부(2013-2017),국가들,0.0008410591346547017
park_2013_2017,박근혜정부(2013-2017),국가주석,0.0013214134156897242
park_2013_2017,박근혜정부(2013-2017),국감,0.0011714436250836963
park_2013_2017,박근혜정부(2013-2017),국경,0.00101050727133528
park_2013_2017,박근혜정부(2013-2017),국립,0.0014631409740253898
park_2013_2017,박근혜정부(2013-2017),국면,0.0016665720115189098
park_2013_2017,박근혜정부(2013-2017),국무부,0.001500383679322021
park_2013_2017,박근혜정부(2013-2017),국무회의,0.0014061693009167408
park_2013_2017,박근혜정부(2013-2017),국민은행,0.0012589574881717886
park_2013_2017,박근혜정부(2013-2017),국민의,0.0009539556748081868
park_2013_2017,박근혜정부(2013-2017),국방,0.0023197046952777704
park_2013_2017,박근혜정부(2013-2017),국방장관,0.0013262482879198045
park_2013_2017,박근혜정부(2013-2017),국산,0.001207676702365476
park_2013_2017,박근혜정부(2013-2017),국세청,0.0023739533421569554
park_2013_2017,박근혜정부(2013-2017),국어,0.0015931590462466773
park_2013_2017,박근혜정부(2013-2017),국적,0.001064401878807617
park_2013_2017,박근혜정부(2013-2017),국정감사,0.0012265787629517006
park_2013_2017,박근혜정부(2013-2017),국정운영,0.0010885596256185713
park_2013_2017,박근혜정부(2013-2017),국정원장,0.001539486394306998
park_2013_2017,박근혜정부(2013-2017),국정조사,0.001473366672062473
park_2013_2017,박근혜정부(2013-2017),국제적,0.000957681189631
park_2013_2017,박근혜정부(2013-2017),국채,0.0006045528710005453
park_2013_2017,박근혜정부(2013-2017),국토,0.0014058934289295259
park_2013_2017,박근혜정부(2013-2017),국토교통부,0.0016019042782830935
park_2013_2017,박근혜정부(2013-2017),국회법,0.0013755070152559755
park_2013_2017,박근혜정부(2013-2017),국회에서,0.0012871433765477254
park_2013_2017,박근혜정부(2013-2017),국회의원들,0.0008866449389924605
park_2013_2017,박근혜정부(2013-2017),국회의장,0.001189567726361778
park_2013_2017,박근혜정부(2013-2017),군대,0.001888270056981703
park_2013_2017,박근혜정부(2013-2017),군부,0.0010602825705094102
park_2013_2017,박근혜정부(2013-2017),군수,0.0015302134418845683
park_2013_2017,박근혜정부(2013-2017),군인,0.001625953204452354
park_2013_2017,박근혜정부(2013-2017),권리,0.002593012948922304
park_2013_2017,박근혜정부(2013-2017),권역,0.001028879421362147
park_2013_2017,박근혜정부(2013-2017),권위,0.001164389098023345
park_2013_2017,박근혜정부(2013-2017),권유,0.0007850154104887855
park_2013_2017,박근혜정부(2013-2017),권한,0.0031087694408159046
park_2013_2017,박근혜정부(2013-2017),귀국,0.0020333165686161492
park_2013_2017,박근혜정부(2013-2017),규명,0.0020823292927964546
park_2013_2017,박근혜정부(2013-2017),규제,0.005870937508019646
park_2013_2017,박근혜정부(2013-2017),규칙,0.0014850363548983517
park_2013_2017,박근혜정부(2013-2017),규탄,0.0009346533928903443
park_2013_2017,박근혜정부(2013-2017),균형,0.0018595667098669185
park_2013_2017,박근혜정부(2013-2017),그날,0.0011466446504830683
park_2013_2017,박근혜정부(2013-2017),그는,0.0023952165992035253
park_2013_2017,박근혜정부(2013-2017),그래픽,0.0009393503508633625
park_2013_2017,박근혜정부(2013-2017),그러나,0.0016690312147832455
park_2013_2017,박근혜정부(2013-2017),그런데,0.0012794144120447425
park_2013_2017,박근혜정부(2013-2017),그리고,0.0013556089367842631
park_2013_2017,박근혜정부(2013-2017),그의,0.001120547290332592
park_2013_2017,박근혜정부(2013-2017),그중,0.0017625491741431931
park_2013_2017,박근혜정부(2013-2017),그해,0.0016262945081691965
park_2013_2017,박근혜정부(2013-2017),극단,0.0008642815647825998
park_2013_2017,박근혜정부(2013-2017),극대화,0.001342571754853208
park_2013_2017,박근혜정부(2013-2017),극우,0.000787061490951252
park_2013_2017,박근혜정부(2013-2017),극장,0.0010573389619561472
park_2013_2017,박근혜정부(2013-2017),근대,0.0013775378428718074
park_2013_2017,박근혜정부(2013-2017),근로,0.0016138085723065945
park_2013_2017,박근혜정부(2013-2017),근로자,0.0038542650188909938
park_2013_2017,박근혜정부(2013-2017),근무,0.00404446443011346
park_2013_2017,박근혜정부(2013-2017),근본,0.001279775894073923
park_2013_2017,박근혜정부(2013-2017),근본적,0.0020110426066416013
park_2013_2017,박근혜정부(2013-2017),근육,0.0008841666626933989
park_2013_2017,박근혜정부(2013-2017),근절,0.0011203422773732926
park_2013_2017,박근혜정부(2013-2017),근처,0.0012515867837913177
park_2013_2017,박근혜정부(2013-2017),금감원,0.0016890450258055564
park_2013_2017,박근혜정부(2013-2017),금강산,0.0009506880504723324
park_2013_2017,박근혜정부(2013-2017),금속,0.0007996269675278416
