comparison,interpretation,keyword,period_a,period_b,count_a,count_b,log_odds_z_b_vs_a,direction,abs_log_odds_z,rank_abs_z
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,감염자,park_2013_2017,moon_post_covid_2020_2022,1702,10753,51.87264983881637,moon_post_covid_2020_2022,51.87264983881637,30.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,유행,park_2013_2017,moon_post_covid_2020_2022,6975,18927,50.81820931831171,moon_post_covid_2020_2022,50.81820931831171,31.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,기후,park_2013_2017,moon_post_covid_2020_2022,6757,18542,50.62004838869543,moon_post_covid_2020_2022,50.62004838869543,32.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,집단감염,park_2013_2017,moon_post_covid_2020_2022,35,6861,50.53817245437068,moon_post_covid_2020_2022,50.53817245437068,33.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,우한,park_2013_2017,moon_post_covid_2020_2022,371,7536,50.098311088651684,moon_post_covid_2020_2022,50.098311088651684,34.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,델타,park_2013_2017,moon_post_covid_2020_2022,154,6989,49.936600104975,moon_post_covid_2020_2022,49.936600104975,35.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,물량,park_2013_2017,moon_post_covid_2020_2022,7418,19256,49.93445429237176,moon_post_covid_2020_2022,49.93445429237176,36.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,착용,park_2013_2017,moon_post_covid_2020_2022,3519,13240,49.556460856158445,moon_post_covid_2020_2022,49.556460856158445,37.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,정책,park_2013_2017,moon_post_covid_2020_2022,151147,171176,49.41508258156592,moon_post_covid_2020_2022,49.41508258156592,38.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,류재복,park_2013_2017,moon_post_covid_2020_2022,95,6709,49.412194187050254,moon_post_covid_2020_2022,49.412194187050254,39.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,개학,park_2013_2017,moon_post_covid_2020_2022,283,6999,48.823559467108524,moon_post_covid_2020_2022,48.823559467108524,40.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,화이자,park_2013_2017,moon_post_covid_2020_2022,167,6708,48.74639737482229,moon_post_covid_2020_2022,48.74639737482229,41.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,중립,park_2013_2017,moon_post_covid_2020_2022,6141,17002,48.71397526207314,moon_post_covid_2020_2022,48.71397526207314,42.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,다주택자,park_2013_2017,moon_post_covid_2020_2022,1183,8756,48.284859586338094,moon_post_covid_2020_2022,48.284859586338094,43.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,탄소중립,park_2013_2017,moon_post_covid_2020_2022,18,6153,47.989415404076595,moon_post_covid_2020_2022,47.989415404076595,44.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,화상,park_2013_2017,moon_post_covid_2020_2022,2931,11792,47.93572028024877,moon_post_covid_2020_2022,47.93572028024877,45.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,윤호중,park_2013_2017,moon_post_covid_2020_2022,457,7109,47.729551799524025,moon_post_covid_2020_2022,47.729551799524025,46.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,보유세,park_2013_2017,moon_post_covid_2020_2022,322,6750,47.505832687718694,moon_post_covid_2020_2022,47.505832687718694,47.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,열린민주당,park_2013_2017,moon_post_covid_2020_2022,0,5808,46.79469764343893,moon_post_covid_2020_2022,46.79469764343893,48.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,임대차,park_2013_2017,moon_post_covid_2020_2022,2163,10139,46.70890318411849,moon_post_covid_2020_2022,46.70890318411849,49.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,기본소득,park_2013_2017,moon_post_covid_2020_2022,2810,11209,46.5936036752412,moon_post_covid_2020_2022,46.5936036752412,50.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,모더,park_2013_2017,moon_post_covid_2020_2022,0,5708,46.39006649333259,moon_post_covid_2020_2022,46.39006649333259,51.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,기후위기,park_2013_2017,moon_post_covid_2020_2022,8,5649,46.06836699978578,moon_post_covid_2020_2022,46.06836699978578,52.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,수칙,park_2013_2017,moon_post_covid_2020_2022,661,7096,45.93754583034987,moon_post_covid_2020_2022,45.93754583034987,53.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,공매도,park_2013_2017,moon_post_covid_2020_2022,1535,8806,45.932495017400235,moon_post_covid_2020_2022,45.932495017400235,54.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,김은혜,park_2013_2017,moon_post_covid_2020_2022,119,5684,45.09561280331068,moon_post_covid_2020_2022,45.09561280331068,55.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,임금피크제,park_2013_2017,moon_post_covid_2020_2022,8124,174,-45.08321555131168,park_2013_2017,45.08321555131168,56.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,확진자가,park_2013_2017,moon_post_covid_2020_2022,72,5555,45.0293605085665,moon_post_covid_2020_2022,45.0293605085665,57.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,클라우드,park_2013_2017,moon_post_covid_2020_2022,2556,10322,44.9073553848244,moon_post_covid_2020_2022,44.9073553848244,58.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,대유행,park_2013_2017,moon_post_covid_2020_2022,140,5622,44.62561093386652,moon_post_covid_2020_2022,44.62561093386652,59.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,누적,park_2013_2017,moon_post_covid_2020_2022,6700,16439,44.52418580367141,moon_post_covid_2020_2022,44.52418580367141,60.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,주호영,park_2013_2017,moon_post_covid_2020_2022,3063,11031,44.46193554425604,moon_post_covid_2020_2022,44.46193554425604,61.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,한국판,park_2013_2017,moon_post_covid_2020_2022,2015,9281,44.45384663396938,moon_post_covid_2020_2022,44.45384663396938,62.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,공수처장,park_2013_2017,moon_post_covid_2020_2022,29,5300,44.397431754288405,moon_post_covid_2020_2022,44.397431754288405,63.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,라임,park_2013_2017,moon_post_covid_2020_2022,286,5850,44.15844853679881,moon_post_covid_2020_2022,44.15844853679881,64.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,정은경,park_2013_2017,moon_post_covid_2020_2022,156,5456,43.75766829202364,moon_post_covid_2020_2022,43.75766829202364,65.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,접촉자,park_2013_2017,moon_post_covid_2020_2022,572,6371,43.718751136945144,moon_post_covid_2020_2022,43.718751136945144,66.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,언택트,park_2013_2017,moon_post_covid_2020_2022,0,5060,43.67733585357932,moon_post_covid_2020_2022,43.67733585357932,67.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,암호화폐,park_2013_2017,moon_post_covid_2020_2022,9,4988,43.26812657698793,moon_post_covid_2020_2022,43.26812657698793,68.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,방역수칙,park_2013_2017,moon_post_covid_2020_2022,0,4962,43.25227339882628,moon_post_covid_2020_2022,43.25227339882628,69.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,항체,park_2013_2017,moon_post_covid_2020_2022,767,6608,43.01731021181633,moon_post_covid_2020_2022,43.01731021181633,70.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,원희룡,park_2013_2017,moon_post_covid_2020_2022,3081,10530,42.50444167285406,moon_post_covid_2020_2022,42.50444167285406,71.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,윤미향,park_2013_2017,moon_post_covid_2020_2022,172,5150,42.25536892984574,moon_post_covid_2020_2022,42.25536892984574,72.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,접종자,park_2013_2017,moon_post_covid_2020_2022,1,4724,42.191045534753336,moon_post_covid_2020_2022,42.191045534753336,73.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,김웅,park_2013_2017,moon_post_covid_2020_2022,134,5021,42.077913703601055,moon_post_covid_2020_2022,42.077913703601055,74.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,면역,park_2013_2017,moon_post_covid_2020_2022,1448,7676,42.05217715313787,moon_post_covid_2020_2022,42.05217715313787,75.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,공무원연금,park_2013_2017,moon_post_covid_2020_2022,8257,577,-41.90246020887821,park_2013_2017,41.90246020887821,76.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,징계위,park_2013_2017,moon_post_covid_2020_2022,466,5708,41.8210727209144,moon_post_covid_2020_2022,41.8210727209144,77.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,도쿄올림픽,park_2013_2017,moon_post_covid_2020_2022,298,5314,41.70200156566679,moon_post_covid_2020_2022,41.70200156566679,78.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,고위공직자범죄수사처,park_2013_2017,moon_post_covid_2020_2022,1,4594,41.606115724933524,moon_post_covid_2020_2022,41.606115724933524,79.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,바이오,park_2013_2017,moon_post_covid_2020_2022,6344,14940,41.287429138195066,moon_post_covid_2020_2022,41.287429138195066,80.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,김남국,park_2013_2017,moon_post_covid_2020_2022,135,4813,41.126387958881836,moon_post_covid_2020_2022,41.126387958881836,81.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,젠더,park_2013_2017,moon_post_covid_2020_2022,811,6248,41.07566219383482,moon_post_covid_2020_2022,41.07566219383482,82.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,판단,park_2013_2017,moon_post_covid_2020_2022,67250,81498,41.015758766065325,moon_post_covid_2020_2022,41.015758766065325,83.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,김태년,park_2013_2017,moon_post_covid_2020_2022,694,5954,40.80657657405143,moon_post_covid_2020_2022,40.80657657405143,84.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,인플레이션,park_2013_2017,moon_post_covid_2020_2022,2155,8579,40.732240563669016,moon_post_covid_2020_2022,40.732240563669016,85.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,조주빈,park_2013_2017,moon_post_covid_2020_2022,0,4400,40.72912214682798,moon_post_covid_2020_2022,40.72912214682798,86.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,일상,park_2013_2017,moon_post_covid_2020_2022,12131,22184,40.6873711325283,moon_post_covid_2020_2022,40.6873711325283,87.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,복지,park_2013_2017,moon_post_covid_2020_2022,61653,31882,-40.628603718320285,park_2013_2017,40.628603718320285,88.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,활용,park_2013_2017,moon_post_covid_2020_2022,57718,71590,40.620589024771476,moon_post_covid_2020_2022,40.620589024771476,89.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,진단검사,park_2013_2017,moon_post_covid_2020_2022,131,4688,40.59417795494063,moon_post_covid_2020_2022,40.59417795494063,90.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,검사장,park_2013_2017,moon_post_covid_2020_2022,5650,13719,40.394186775091526,moon_post_covid_2020_2022,40.394186775091526,91.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,중환자,park_2013_2017,moon_post_covid_2020_2022,257,4902,40.2400134886186,moon_post_covid_2020_2022,40.2400134886186,92.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,정의연,park_2013_2017,moon_post_covid_2020_2022,0,4275,40.146377118643535,moon_post_covid_2020_2022,40.146377118643535,93.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,빅테크,park_2013_2017,moon_post_covid_2020_2022,0,4267,40.10879323716037,moon_post_covid_2020_2022,40.10879323716037,94.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,텔레그램,park_2013_2017,moon_post_covid_2020_2022,500,5400,40.102162295651944,moon_post_covid_2020_2022,40.102162295651944,95.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,신속,park_2013_2017,moon_post_covid_2020_2022,9134,18239,40.094630198565405,moon_post_covid_2020_2022,40.094630198565405,96.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,구조조정,park_2013_2017,moon_post_covid_2020_2022,13650,3147,-39.98730095996285,park_2013_2017,39.98730095996285,97.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,밀레니얼,park_2013_2017,moon_post_covid_2020_2022,668,5706,39.92075834035275,moon_post_covid_2020_2022,39.92075834035275,98.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,일상회복,park_2013_2017,moon_post_covid_2020_2022,0,4221,39.891998940399766,moon_post_covid_2020_2022,39.891998940399766,99.0
cumulative_change,정부교체와 코로나 이후 변화가 누적된 총 변화,의료진,park_2013_2017,moon_post_covid_2020_2022,5637,13534,39.818968763695146,moon_post_covid_2020_2022,39.818968763695146,100.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,플랫폼,park_2013_2017,moon_pre_covid_2017_2019,8117,25564,64.21953233168108,moon_pre_covid_2017_2019,64.21953233168108,1.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,일자리,park_2013_2017,moon_pre_covid_2017_2019,77945,107638,62.69662699459783,moon_pre_covid_2017_2019,62.69662699459783,2.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,최저임금,park_2013_2017,moon_pre_covid_2017_2019,7314,23690,62.62690120927762,moon_pre_covid_2017_2019,62.62690120927762,3.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,혁신성장,park_2013_2017,moon_pre_covid_2017_2019,87,10239,61.68152770740468,moon_pre_covid_2017_2019,61.68152770740468,4.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,인공지능,park_2013_2017,moon_pre_covid_2017_2019,7349,23106,61.00381352645053,moon_pre_covid_2017_2019,61.00381352645053,5.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,김성태,park_2013_2017,moon_pre_covid_2017_2019,2339,12471,53.93348760051733,moon_pre_covid_2017_2019,53.93348760051733,6.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,소득주도성장,park_2013_2017,moon_pre_covid_2017_2019,168,7963,53.54662284802451,moon_pre_covid_2017_2019,53.54662284802451,7.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,공무원,park_2013_2017,moon_pre_covid_2017_2019,154617,87065,-53.34309934390619,park_2013_2017,53.34309934390619,8.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,김영철,park_2013_2017,moon_pre_covid_2017_2019,1492,9950,50.67970612207922,moon_pre_covid_2017_2019,50.67970612207922,9.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,기무사,park_2013_2017,moon_pre_covid_2017_2019,1091,9134,50.55800891431941,moon_pre_covid_2017_2019,50.55800891431941,10.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,블록체인,park_2013_2017,moon_pre_covid_2017_2019,158,7048,50.29283502156679,moon_pre_covid_2017_2019,50.29283502156679,11.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,산업,park_2013_2017,moon_pre_covid_2017_2019,74053,94051,49.96052786377925,moon_pre_covid_2017_2019,49.96052786377925,12.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,규제,park_2013_2017,moon_pre_covid_2017_2019,48576,67347,49.90282080559459,moon_pre_covid_2017_2019,49.90282080559459,13.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,미세,park_2013_2017,moon_pre_covid_2017_2019,5011,15125,48.38718668093898,moon_pre_covid_2017_2019,48.38718668093898,14.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,마크롱,park_2013_2017,moon_pre_covid_2017_2019,109,6372,48.13852065767487,moon_pre_covid_2017_2019,48.13852065767487,15.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,데이터,park_2013_2017,moon_pre_covid_2017_2019,13873,26922,47.902291761994434,moon_pre_covid_2017_2019,47.902291761994434,16.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,먼지,park_2013_2017,moon_pre_covid_2017_2019,5315,15326,47.58414248178342,moon_pre_covid_2017_2019,47.58414248178342,17.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,갑질,park_2013_2017,moon_pre_covid_2017_2019,3913,13138,47.3851517274507,moon_pre_covid_2017_2019,47.3851517274507,18.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,김상조,park_2013_2017,moon_pre_covid_2017_2019,1705,9323,46.928423135563314,moon_pre_covid_2017_2019,46.928423135563314,19.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,모빌리티,park_2013_2017,moon_pre_covid_2017_2019,322,6516,46.73983235027303,moon_pre_covid_2017_2019,46.73983235027303,20.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,남북정상회담,park_2013_2017,moon_pre_covid_2017_2019,4240,13435,46.68257223776473,moon_pre_covid_2017_2019,46.68257223776473,21.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,방북,park_2013_2017,moon_pre_covid_2017_2019,4029,13057,46.50077912980505,moon_pre_covid_2017_2019,46.50077912980505,22.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,송영무,park_2013_2017,moon_pre_covid_2017_2019,55,5661,45.793032314454614,moon_pre_covid_2017_2019,45.793032314454614,23.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,행정처,park_2013_2017,moon_pre_covid_2017_2019,622,6912,45.701301838976654,moon_pre_covid_2017_2019,45.701301838976654,24.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,폐기,park_2013_2017,moon_pre_covid_2017_2019,8027,18441,45.41868067184514,moon_pre_covid_2017_2019,45.41868067184514,25.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,카풀,park_2013_2017,moon_pre_covid_2017_2019,117,5680,45.25131961627641,moon_pre_covid_2017_2019,45.25131961627641,26.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,자사고,park_2013_2017,moon_pre_covid_2017_2019,11664,23059,45.076760673130174,moon_pre_covid_2017_2019,45.076760673130174,27.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,연금,park_2013_2017,moon_pre_covid_2017_2019,59651,28660,-44.43981653260298,park_2013_2017,44.43981653260298,28.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,소상공인,park_2013_2017,moon_pre_covid_2017_2019,3291,11271,44.26462811189142,moon_pre_covid_2017_2019,44.26462811189142,29.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,블랙리스트,park_2013_2017,moon_pre_covid_2017_2019,4468,13036,44.154324552544146,moon_pre_covid_2017_2019,44.154324552544146,30.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,김의겸,park_2013_2017,moon_pre_covid_2017_2019,191,5564,44.02181266169476,moon_pre_covid_2017_2019,44.02181266169476,31.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,북미정상회담,park_2013_2017,moon_pre_covid_2017_2019,0,5101,43.99624886405259,moon_pre_covid_2017_2019,43.99624886405259,32.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,화폐,park_2013_2017,moon_pre_covid_2017_2019,3152,10972,43.97351082861042,moon_pre_covid_2017_2019,43.97351082861042,33.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,블록체,park_2013_2017,moon_pre_covid_2017_2019,76,5217,43.695526248704994,moon_pre_covid_2017_2019,43.695526248704994,34.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,홍영표,park_2013_2017,moon_pre_covid_2017_2019,928,7021,43.587822917601535,moon_pre_covid_2017_2019,43.587822917601535,35.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,학종,park_2013_2017,moon_pre_covid_2017_2019,772,6696,43.52344920132167,moon_pre_covid_2017_2019,43.52344920132167,36.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,패스트,park_2013_2017,moon_pre_covid_2017_2019,560,6247,43.466444055772726,moon_pre_covid_2017_2019,43.466444055772726,37.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,특활비,park_2013_2017,moon_pre_covid_2017_2019,9,4908,43.05792376442162,moon_pre_covid_2017_2019,43.05792376442162,38.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,보복,park_2013_2017,moon_pre_covid_2017_2019,4457,12640,42.832472214998916,moon_pre_covid_2017_2019,42.832472214998916,39.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,단일팀,park_2013_2017,moon_pre_covid_2017_2019,259,5426,42.74248299621619,moon_pre_covid_2017_2019,42.74248299621619,40.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,관세,park_2013_2017,moon_pre_covid_2017_2019,4342,12321,42.301541700985126,moon_pre_covid_2017_2019,42.301541700985126,41.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,특사단,park_2013_2017,moon_pre_covid_2017_2019,153,5060,42.19708917135821,moon_pre_covid_2017_2019,42.19708917135821,42.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,진전,park_2013_2017,moon_pre_covid_2017_2019,8657,18030,41.66826336301691,moon_pre_covid_2017_2019,41.66826336301691,43.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,임금피크제,park_2013_2017,moon_pre_covid_2017_2019,8124,537,-41.6449608102537,park_2013_2017,41.6449608102537,44.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,사법부,park_2013_2017,moon_pre_covid_2017_2019,5599,13898,41.53987381802985,moon_pre_covid_2017_2019,41.53987381802985,45.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,협치,park_2013_2017,moon_pre_covid_2017_2019,3736,11203,41.50642223635614,moon_pre_covid_2017_2019,41.50642223635614,46.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,정책,park_2013_2017,moon_pre_covid_2017_2019,151147,162040,41.03602452576136,moon_pre_covid_2017_2019,41.03602452576136,47.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,근로,park_2013_2017,moon_pre_covid_2017_2019,11873,21793,40.864987703919184,moon_pre_covid_2017_2019,40.864987703919184,48.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,무역전쟁,park_2013_2017,moon_pre_covid_2017_2019,80,4565,40.72322616656391,moon_pre_covid_2017_2019,40.72322616656391,49.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,영변,park_2013_2017,moon_pre_covid_2017_2019,1259,6961,40.66062685379692,moon_pre_covid_2017_2019,40.66062685379692,50.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,암호화폐,park_2013_2017,moon_pre_covid_2017_2019,9,4327,40.4166021353557,moon_pre_covid_2017_2019,40.4166021353557,51.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,곽수종,park_2013_2017,moon_pre_covid_2017_2019,1516,7257,39.95323856887205,moon_pre_covid_2017_2019,39.95323856887205,52.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,보유세,park_2013_2017,moon_pre_covid_2017_2019,322,4924,39.81209331637791,moon_pre_covid_2017_2019,39.81209331637791,53.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,장하성,park_2013_2017,moon_pre_covid_2017_2019,631,5521,39.57219542584023,moon_pre_covid_2017_2019,39.57219542584023,54.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,공정,park_2013_2017,moon_pre_covid_2017_2019,25970,37229,39.179355305342966,moon_pre_covid_2017_2019,39.179355305342966,55.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,경사노위,park_2013_2017,moon_pre_covid_2017_2019,0,4024,39.076298629584336,moon_pre_covid_2017_2019,39.076298629584336,56.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,문무일,park_2013_2017,moon_pre_covid_2017_2019,98,4241,38.97827221656852,moon_pre_covid_2017_2019,38.97827221656852,57.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,바른정당,park_2013_2017,moon_pre_covid_2017_2019,1222,6420,38.54782789901222,moon_pre_covid_2017_2019,38.54782789901222,58.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,답방,park_2013_2017,moon_pre_covid_2017_2019,111,4181,38.535006371017246,moon_pre_covid_2017_2019,38.535006371017246,59.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,공무원연금,park_2013_2017,moon_pre_covid_2017_2019,8257,963,-38.41572033314142,park_2013_2017,38.41572033314142,60.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,정시,park_2013_2017,moon_pre_covid_2017_2019,4373,11282,38.33680835798048,moon_pre_covid_2017_2019,38.33680835798048,61.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,텍스트는,park_2013_2017,moon_pre_covid_2017_2019,9,3891,38.31510817885707,moon_pre_covid_2017_2019,38.31510817885707,62.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,개헌안,park_2013_2017,moon_pre_covid_2017_2019,917,5798,38.26282720705584,moon_pre_covid_2017_2019,38.26282720705584,63.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,화이트리스트,park_2013_2017,moon_pre_covid_2017_2019,24,3915,38.25149439218821,moon_pre_covid_2017_2019,38.25149439218821,64.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,연동,park_2013_2017,moon_pre_covid_2017_2019,3843,10497,38.2341886447548,moon_pre_covid_2017_2019,38.2341886447548,65.0
government_change_pre_covid,문재인 전기에서 이미 나타난 정부교체 관련 변화,밀레니얼,park_2013_2017,moon_pre_covid_2017_2019,668,5298,38.16859745960708,moon_pre_covid_2017_2019,38.16859745960708,66.0
