정부,키워드1,키워드2,문장
문재인정부,개혁,인권,새 대법관 후보 인권법 출신 오경미 대법원 절반 진보벨트 김명수 대법원장 사법연수원 기 이 다음 달 일 퇴임하는 이기택 대법관 기 의 후임으로 오경미 광주고법 전주재판부 고법판사 기 를 문재인 대통령에게 일 임명 제청했다 대법원은 사법부 독립과 국민의 기본권 보장 사회적 약자와 소수자 보호에 대한 확고한 신념 등 대법관으로서 갖춰야 할 기본적 자질을 갖췄다 고 밝혔다 인권법 후보 출신 오경미 진보벨트 절반 김명수 대법원장 대통령 임명제청 김명수 대법원장 기 퇴임 이기택 후임 오경미 광주고법 전주 재판부 고법 판사 문재인 대통령 제청 임명 대법원 사법부 독립 국민 기본 보장 사회 약자 소수자 보호 신념 대법관 기본 생활 법관 시작 후보자 절차 국회 인준 통과 임명 차관급 고법 부장 대법관 현직 판사 대통령 임명 마지막 인권법 민변 명 진보 벨트 후보자 사법부 사법 행정 개혁 주장 진보 성향 법관 모임 국제인권법연구회 가입 활동 대법원장 회장 단체 초대 회장 후보자 대법관 국제 인권법 연구회 출신 대법원장 처장 김상환 법원 행정처 명 노정희 박정화 이흥구 진보 성향 법관 모임 분류 법연구회 활동 김선수 민주사회 변호사 모임 회장 대법원장 명 절반 진보 성향 법조인 모임 활동 젠더법 연구회 회장 민유숙 진보 성향 분류 부장판사 대법원장 법원행정처장 출신 진보 성향 법관 모임 후보 후임 진보 성향 단체 출신 진보 벨트 평가 법원 안팎 후보자 김외숙 대통령 인사 수석 비서관 친분 발탁 체제 번째 여성 김영란 대법관 여성 임명 후보자 번 여성 후보자 임명 대법원 여성 박정화 민유숙 노정희 포함 명 년 개월 여성 명 개월 여성 체제 법원 안팎 법관 여성 법관 비율 안팎 현실 명 여성 의미 부여 여성 아동 소수자 피해자 사건 법관 남성 고위 전향적 시각 후보자 젠더 이슈 법원 젠더법연구회 활동 월 현대사회 성범죄연구회 법원 모임 초대 회장 한국여성변호사회 이날 입장문 제청 제외 임명 여성 명 사회 숙제 후보자 서울고법 재직 동성애자 고국 박해 난민 신청 거절 소송 우간다 여성 여성 파기환송심 대법원 난민 지위 인정 파기환송심 재판부 대법원 재판부 진술 신빙 의심 판결 진술 사항 불일치 국가 면접 상황 난민 신청인 심리 상태 취향 적극 진술 후보자 판사들 판결 당사자들 이해 고민 판사 후보자 사법연수원 수년 법관 연수생 상대 판결문 법률 문장 강의 대법관 후보자 대법원 대법원장 연구회 인권법 민유숙 노정희 명 재판부 오경미 소수자 사법연수원
문재인정부,개혁,인권,안경환 사퇴할 생각 없다 청문회 정면돌파 선언 이종훈 정치평론가 김광삼 변호사 앵커 오늘 뉴스의 인물은 단연 안경환 법무부 장관 후보자일 것입니다 오전에 기자회견도 했습니다마는 오늘 계속 여러 가지 의혹이 불거지면서 법무장관이 아니라 무법장관이다 이런 얘기까지 나오고 있습니다 자진해서 기자회견을 열고 의혹들을 해명했습니다마는 과연 해소가 될 수 있을지요 지금부터 자세한 안경환 사퇴 생각 선언 청문회 정면 돌파 이종훈 정치평론가 김광삼 변호사 앵커 인물 안경환 법무부 장관 후보자 기자회견 가지 의혹 법무장관 무법장관 얘기 자진 기자회견 의혹들 해명 해소 얘기 이종훈 정치 평론가 김광삼 변호사 얘기 안녕 인터뷰 안녕 앵커 해명 해명 의혹 해소 총평 인터뷰 일반 국민 중요 설명 느낌 논리적 앞뒤 총평 무법장관 표현 등장 원래 사람 의미 얘기 법학 전공 법의식 대 생각 앵커 총평 인터뷰 사퇴 사퇴 해명 자리 해명 혼인신고 사죄 말씀 인정 해명 차원 아들 퇴학 본인 여성 비하 해명 국민 입장 이해 혼인 무효 본인 전적 인정 경과 변명 예측 반성 취지 얘기 앵커 혼인신고 안경환 후보자 해명 교제 여성 도장 위조 혼인신고 결국 법원 판결 혼인 무효 여성 사랑 나중 포기 결혼 생각 시절 무효소송 남성 살 살 살 살 생각 부모 입장 청천벽력 소리 혼인신고 도장 사인 인감 위조 처벌 인터뷰 처벌 혼인신고 혼인 제출 서류들 사람간 합치 증명 여자 도장 임의 조각 서류 도장 임의 조각 사인위조죄 사인 행사 문서 작성 여자 허락 사문서 위조 문서 이용 혼인신고 사문서 위조 행사 호적 호적 공정증서 국가 공정 증서 공정 증서 원본 부실기재 허위 기재 부실기재죄 비치 행사죄 죄명 정도 앵커 형량 정도 인터뷰 일반적 선량 여자 혼인 문서위조죄 구속 사유 교수 여자 형사고소 처벌 사실 공무원 임용 교수 앵커 형사처벌 인터뷰 범죄경력 형서처벌 전력 여자 혼인 신고 자체 무효 생각 소송 혼인 무효 제기 앵커 공개 회견 자리 법학자 정도 형량 본인 얘기 형사처벌 본인 설명 인터뷰 사안 과거 살 행동 얘기 군대 대학 보통 취업 결혼 나이 나이 졸업생 명문 법학 대학 졸업 법률적 위반 사항 사문서 위조 행동 해명 왕성 혈기 이야기 나이 사회 분위기 본인 학업 활동 전력 납득 생각 앵커 후보자 해명 회견 해명 혼인신고 인터뷰 이기심 사랑 사람 가족 어처구니 즉시 후회 정신적 육체적 스스로 치료 사실 아내 앵커 부인 사실 부인 시절 치기 행동 부인 얘기 이해 강조 참고 안경환 후보자 세 부인 살 차이 이해 강조 개인적 가족 해결 당사자 법적 해결 강조 인터뷰 취지 부인 부인 결혼 도덕적 비난 본인 부인 양해 혼인 무효소송 그다음 혼인 사람 의심 이해 앵커 호적 인터뷰 원칙적 혼인 무효 소송 무효 마음 혼인 무효 혼인 소송 판결 원점 여성 피해자 여자 입장 날벼락 앵커 여성 기록 인터뷰 집안 여자 가족 난리 안경환 후보자 법학 전공 정도 무작정 혼인신고 이해 자체 해명 사실 변명 그중 말씀 아내 자체 변명 앵커 번째 아내 공식 회견 일문일답 비공개 자리 얘기 청와대 청와대 답변 년 정권 년 국가인권위원장 취임 사전 검증 국가인권위원장직 수행 강조 인터뷰 차례 검증 얘기 중요 대목 민정 파악 추천 사전 검증 야권 분노 상황 본인 면죄부 생각 거겠 인권위원장 정도 법무부 장관 생각 개인적 가능성 생각 앵커 얘기 청와대 청와대 여론 반응 청와대 책임 구체적 청와대 조국 수석 책임 책임 상황 인터뷰 조국 수석 사퇴 얘기 야권 인사 검증 원칙 상황 원칙 사실 불법 사실 대상 원천 배제 통상적 대상자들 원천 배제 대상자 민정수석 야권 분개 상황 인터뷰 상식적 민정 수석 정도 생각 청와대 가능성 앵커 민정수석 청와대 대통령 말씀 인터뷰 대통령 사람들 정도 사안 검증 김상조 공정 거래 위원장 강경화 후보자 인수위원회 시작 후보자 지명 내정 이해 일 인사 검증 안경환 법무부 장관 후보자 대상 인사검증 청와대 대통령 생각 상식적 생각 인터뷰 통상적 인권위원장 관료들 고위 전직 관료 존안 자료 검증 추가적 조사 마련 존안 자료 부실검증 변명 사유 조국 수석 대통령 보고 인권 위원회 위원장 검증 민정수석 자료 가능성 생각 조국 민정 수석 대통령 보고 적임자 정면돌파 가능성 생각 앵커 법무부 장관 인선 스스로 안경환 후보자 본인 얘기 검찰 개혁 적합 개인적 국가 차원 검찰개혁 적임자 생각 비교 강조 검찰 개혁 적임자 인터뷰 개혁 저항 예상 사실 가능 흠결 사람 투입 마련 개혁 분야 공무원 공직 사회 도덕적 공무원들 저항 표면적 저항 복지부동 일반적 사실 검찰 개혁 중요 국민 관심 사람 사람 투입 성공 사안 인사정리 우병우 라인 인사 정리 반발 사람들 제압 실력 동시 도덕적 흠결 앵커 검찰 검사 출신 변호사님 흠결 검찰 개혁 걸림돌 인터뷰 검찰개혁 명분 개혁 본인 전제 장관 법무부 장관 자체 법무부 장관 법조 사람 본인 자체 법적 위반행위 흠결 검찰 칼날 명분 개혁 대상 사람들 장관 법무부 장관 본인 해명 자리 법무부 탈검찰화 검찰 개혁 임명 취지 뒷부분 모순 측면 법무부 장관 자격 의구심 앵커 번째 맥락 안경환 후보자 번째 아들 아들 유명 사립학교 자율 사립학교 학년 기숙사 기숙사 남학생 여학생 친구들 자랑 발각 퇴학 처분 차 학생징계위원회 부인 교장 선처 호소 탄원서 제출 후보자 안경환 서울대 명예 교수 학교 고등학교 이름 서울대 중요 학교 서울대 교수 명예교수 교수 아버지 엄마 학교 운영위원 학부모 학교 재심 퇴학 징계 자숙 교육 경감 의혹 제기 여담 안경환 후보자 여성 시각 혼인신고 여성 성추행 성희롱 아들 사실 여학생 우연 인터뷰 아들 한정 얘기 아들 퇴학 처분 면제 서울대 수시입학 진보 지지 세력 사실 최순실 게이트 정유라 논란 퇴학 결정 학교 선생님 퇴학 부담 제자 퇴학 기록 스승 오명 자체 퇴학 결정 신중 신중 논의 결정 번복 탄원서 탄원서 이야기 탄원서 제출 일들 혼자 상상 그림 어머니 학교 운영 위원회 운영 위원 대학 교수 안경환 후보자 교수 서울대 전직 얘기 전달 부모 백방 결국 최종 결정 탄원서 퇴학 무효 처분 얘기 전개 가능성 의구심 퇴학 결정 학생 명문대학 입학 금수저 논란 유발 사안 앵커 학교 사례 학생 퇴학 학생 남학생 여학생 화장실 휴지 핑계 여학생 화장실 적발 학생 퇴학 인터뷰 퇴학 전학 앵커 형평성 제기 인터뷰 결정들 결정 동시 시차 정도 사안 사안 극명 형평 논란 유발 안경환 후보자 아들 특혜 작용 학교 특혜논란 학교 설립 시작 시절 이명박 정부 유명인사 아들 논란 특혜 의혹 학교 논란 증폭 앵커 후보자 해명 후보자 얘기 인터뷰 아들 재학 학교 남녀 학생 분리 학칙 위반 학내 절차 중징계 처분 절차 개입 부당 영향력 행사 학교 징계 절차 일환 학생 반성문 부모 탄원서 제출 요구 참담 아비 심정 탄원서 작성 제출 앵커 얘기 참고 안경환 후보자 아들 본인 자숙 반성 입장 아버지 부모 입장 중요 아들 팔짱 뒷짐 생각 해명 인터뷰 학부모 입장 자녀 퇴학 중징계 처분 탄원서 그다음 교장 선생님 가능성 안경환 후보 징계 선도위원회 선도위원회 학교 학교폭력위원회 위원회 존재 반성문 학부모 탄원서 요구 일반적 요구 자의적 본인들 경감 제출 징계 제출 일반 학부모 정도 결정 탄원서 번복 개입 압력 가능성 해석 말씀 중요 안경환 후보 자녀 행동 학교 관례 말씀 즈음 징계 절차 정도 퇴학 사안 안경환 후보자 위원 처가 학부모 안경환 후보 인권위원장 저명 법학자 서울대 명예 교수 정도 영향 탄원서 선후 자체 만장일치 퇴학 처분 교사들 나중 교장선생님 완화 취지 얘기 선생님 반대 특혜 청문회 인터뷰 참고 학교 선도위원회 결정 일방통행적 결정 학부모 통지 얘기 기회 최종적 퇴학 결정 상태 번복 앵커 퇴학 결정 부모들 참여 기회 인터뷰 가지 의견 개진 통상적 학교 부모들 항의 경험 퇴학 결정 번복 본인 해명 얘기 학교 자발적 요청 탄원서 사실 앵커 가지 기자회견 소식 아들 입학 서울대학교 수시 전형 학생 생기부 생활기록부 수시 생기부 학생 서울대학교 실력 플러스 자질 생기부 인터뷰 퇴학 판정 명기 얘기 앵커 포함 확인 학생 징계 서울대 정도 학생 조사 인터뷰 원칙적 생활기록부 기재 퇴학처분 변경 기록 성적 커버 서울대 서울대 안경환 후보 밀접 영향 논란 대상 앵커 번째 여성 비하 발언 저서 얘기 술자리 여자 장모 여자 나중 매춘 얘기 해석 본인 안경환 후보자 생각 생각 의사표명 앞뒤 맥락 생각 남성들 지적 안경환 후보자 얘기 안경환 후보자 설명 서울경찰청 이철성 경찰청장 기자회견 서울대병원 백남기 농민 사망진단서 외인사 경찰청 기자회견 이철성 청장 얘기 이철성 경찰청장 존경 박경석 위원장 사회 분야 최고 식견 덕성 위원님 경찰개혁위원회 발족 생각 일정 위원직 수락 위원님 경찰 대표 진심 감사 말씀 정부 출범 경찰 인권개혁 요구 목소리 경찰 분들 개혁 변화 촉구 민주 민주 항쟁 주년 즈음 경찰인권센터 기념관 박종철 열사 과거 역사 경찰 인권 개혁 강도 추진 마음속 다짐 자리 그간 민주 경찰 유명 박종철 이한열 희생자분들 민중 총궐기 집회 시위 유명 백남기 농민 유가족분들 애도 진심 사과 말씀 경찰 공권력 국민 안전 보장 절제 행사 생각 경찰 과도 공권력 국민들 피해 경찰 일반 집회 시위 현장 살수차 배치 사용 요건 제한 대통령령 장비 사용기준 규정 법제화 철저 발족 경찰 개혁위 계기 과거 아픔 인권경찰 혼신 노력 약속 경찰 국민 존재 국민들 경찰 존재 역할 국민들 경찰 고민 국민 공감 경찰활동 최선 그동안 국민 시각 논의 위원님 조언 쓴소리 부탁 위원회 도출 실질적 변화 차질 실천 실행 과거 성찰 인식 관행 타파 경찰 위원님 존경 감사 말씀 위원님 건강 건승 기원 감사 앵커 이철성 경찰청장 서울대병원 수정 병사 백남기 농민 병사 외인사 외부 충격 살수차 압력 충격 외인사 사과 말씀 집회 현장 살수차 배치 사람 사람 병사 외인사 원인 재조사 얘기 경찰 전망 인터뷰 이철성 경찰청장 사과 원인 규명 검찰 조사 민형사상 사과 사과 단계 취지 얘기 서울대병원 병사 외인사 정정 정정 자체 결정적 원칙적 외인사 의학 전문 분들 얘기 공식적 서울대 외인사 수정 결국 백남기 사망 관여 사람들 업무상 과실 치사 정도 과실 경찰청 경찰 조사 원칙적 재조사 언론인터뷰 얘기 원점 시작 수사 원인 책임 앵커 정권 서울대 사인 지적 사인 경찰 재조사 지적 인터뷰 구체적 내부적 논의 사과 사과 자체 사실 의미 인정 인정 얘기 자체 사실 검찰 수사 사안 앵커 경찰청 가지 압박 이철성 청장 사과 얘기 검찰 총장 경질 경찰청장 임기 보장 사안 경찰청장 책임 관련성 책임론 가능성 인터뷰 사표 생각 본인 경찰청장 경찰청 자체 결정 번복 결과적 지휘부 책임 변경 가능 사퇴 가능성 조사 휘하 후임 청장 가능성 생각 앵커 전망 인터뷰 정권 서울대 병명 변경 의혹 정권 변화 모습 경찰 경찰 의미 이철성 경찰청장 박종철 열사 참배 정권 생각 본인 계속적 회견 본인 생각 정권 입맛 정권 코드 일련 행보 결국 경찰 책임 사안 앵커 경찰청장 임기 보장 임기 보장 업무 수행 정권 의견 정권 백남기 농민 사인 생각 이종훈 정치 평론가 김광삼 변호사 현안 안경환 후보자 서울대 위원회 탄원서 위원장 청와대 경찰청장 외인사 가능성 학부모 혼인신고 기자회견
문재인정부,개혁,인권,검찰은 선량한 법수호자인가 대통령 개헌안에 검사 기소독점 삭제 검찰의 인권옹호 논리 설득력 떨어져 현행 검사의 영장청구권 조항을 삭제하기로 했습니다 현행 헌법은 영장신청의 주체를 검사로 하고 있습니다 주의할 것은 검사의 영장청구권 규정을 헌법에서 삭제하는 것은 영장신청 주체에 관한 내용이 헌법사항이 아니라는 것일 뿐 현행법상 검사의 영장신청 자체를 부정하는 것은 아닙니 검찰 법수호자 대통령 개헌안 삭제 검사 기소 독점 검찰 설득력 인권 옹호 논리 현행 검사 영장 청구 조항 삭제 현행 헌법 영장신청 주체 검사 주의 검사 영장 청구 규정 헌법 삭제 영장 신청 주체 헌법사항 검사 현행법 영장 신청 자체 부정 검사 영장청구권 인정 현행 형사 소송법 개정 유효 라운드 영장 청구 갈등 시작 포문 민정수석 조국 청와대 민정 수석 수석 춘추관 청와대 대통령 개헌안 헌법 명시 검사 영장청구권 독점 조항 삭제 검찰 반발 구체적 움직임 포착 관계자 검찰 고위 개헌 상황 검찰 여론 조성 검찰 법무부 청와대 의지 반기 가능성 주목 문재인 정권 검찰 독점 영장 청구 폐지 의지 수석 청와대 오랫동안 검찰 독점 영장 청구 비판 학자 주간경향 입수 검사 수사 지휘 행사 조국 서울대 법대 교수 작성 수석 복심 문무일 검찰 총장 주장 통계 영장청구권 검사 독점적 귀속 군사쿠데타 군사 쿠데타 개헌 비교법적 유례 권위주 체제 경찰 권력남용 인권침해 계속적 사회문제 개헌과정 검사 영장 청구 독점 논의 대상 시점 경찰 영장청구 인권 유린 소지 검사 영장청구 인권옹호 유리 논리 검사 수사기관 헌법 검사 영장 청구 독점 폐지 개정 경찰 검찰 각자 영역 수사 진행 경쟁 검사 종결 경찰 수사 공소유지 수사 재개 보강 요구 경찰 검찰 수사기관 영장신청 통제 법원 검찰 수사 조정 표시 경찰 영장청구권 위험 인권 침해 문무일 검찰 총장 사법개혁특별위원회 국회 사법 개혁 특별 위원회 국민 기본권 보호 경찰 검사 사법통제 유지 결국 검사 일종 게이트 키핑 경찰 인권침해 풀이 통계 총장 주장 법원 행정처 통계 검찰 전국 법원 청구 구속 영장 건 기각 경찰 기간 검찰 만 구속영장 청구 만 건 기각 집계 압수 수색 영장 기각 검찰 경찰 체포 영장 기각 검찰 경찰 경찰 신청 영장 발부 검찰 직수 사건 영장 발부 전국 법원 발부 경찰 신청 영장 통계 수치 일 경찰 신청 구속영장 법원 기각 체포영장 압수 수색 영장 검찰 영장기각 전반적 수치 기록 검찰 검사 영장 불청구 보강지휘 일종 보완작업 영장 경찰 신청 발부율 설명 일선 법원 영장 전담 판사 경찰 신청 영장 검찰 청구 지적 지방 영장전담 부장판사 경찰 신청 영장 검찰 자세 경찰 신청 구속 체포 압수수색 영장 검찰 용지 경찰 신청 청구 검찰 수사 사건 수사기록 분량 차이 부장판사 경찰 자료 검찰 반려 반려 보강 기각 재신청 자료 경찰 영장 신청 노력 영장 전담 판사 경험 검찰 경찰 신청영장 프리패스 청구 역할 노력 영장전담 판사 검찰 영장 경찰 신청 기각 가타부타 영장 검찰 직수 사건 기각 준비 수사자료 차이 검사 자신들 청구 영장 발부 관심 경찰 신청 사건 관심 생각 영장 전담 판사 기록 검사사건 경찰사건 기소편의주의 식구 악용 검찰 경찰 수사지휘권 경찰 인권침해 역할 경찰 인정 사실 서울지역 경찰서장 경찰 가혹행위 광범위 수사 금전적 신체적 피해 사건 존재 경찰 개선 노력 경찰 검찰 견제 검찰 범죄 인권 침해 행위 견제 수단 수사권 핵심 사법제도 실제 우리나라 사법 제도 검찰 기소독점권 견제 방법 사법부 일정 견제권 공소제기 기소 결정 검찰 독점 권한 검찰 비리 탄생 출신 경찰 고위 간부 법조인 우리나라 사건 우리나라 경찰 수사 형사소송법 제정 이래 우리나라 경찰 검사 소환조사 사례 반문 경찰 검사 범죄사실 발견 검찰 수사권한 독점 경찰 강제수사 존재 경찰 검사 범죄사실 적발 검찰 압수수색 체포영장 신청 순간 검찰 경찰 검사 범죄사실 검찰 경찰 영장 기각 사건이송명령 방식 사건 사건 김광준 부장 검사 경찰 수사 사건 특검 설치 지적 검사 기소편의주의 식구 악용 경찰 기소의견 사건 송치 검찰 판단 경찰 불복 방법 검찰 항고 사건 인용 항고제 이래 고소 고발인 검찰 수사 결과 불복 항고 건 건 인용 재기수사명령 검찰 사건이송명령 경찰 수사 방해 제도 악용 정권 김학의 법무부 차관 별장 성접대 사건 검찰 기소독점주의 기소편의주의 폐해 대표 사례 경찰 건설업자 윤중천 촬영 원본 성접대 동영 입수 차관 출석요구 불응 검찰 체포영장 신청 검찰 법률 소명 부족 경찰 체포영장 기각 검찰 차관 무혐의 자신 동영상 등장 여성 여성 차관 건설업자 고소 검찰 처분 동영상 동영상 중년 남성 차관 사건 차관 임명 사퇴 마무리 법무부 검찰과거사위원회 김학의 차관 별장 성접대 사건 사건 선정 검찰 변호사 증거 제출 피해자 진술 확보 검찰 무혐 정권 코미디 검찰 내부 목소리 서현욱 서울중앙지검 공판 검사 기 검찰 내부 통신망 이프로스 삭제 헌법 검사 영장 청구 조항 표시 제목 연간 국민 경찰 수사 현실 강제수사 이중 통제 선언 헌법규정 헌정사 인권 보장 장치 정쟁 대상 선언 이형석 창원지검 통영지청 검사 회 개헌안 검사 삭제 영장 청구 조항 제목 주장 검찰 남용 통제 인권보장 부여 검찰개혁 방안 비대 수사기관 권한 부여 방향 헌법 개정 목적 수단 부합 생각 수사 조정 핵심사항 경찰 영장청구권 검찰 내부 움직임 주장 경찰서 서울 지역 일선 간부 영장심사 느낌 피의자 소재불명 수배 영장신청 유효기간 공소시효 기소중지 사건송치 근래 영장 기각 영장 피의자 검거 지시 외부 검사 의도 그동안 검사 체포영장 공소시효 발부 검거 노력 수사지휘 요즘 반려 영장 기각 신청 지시 경찰 간부 영장신청 반려 보강 청구 조율 검사들 횡령 혐의사실 횡령 소명 신청 영장 기각 경찰 영장 심사관 시범 제도 운영 시작 의도적 기각률 의심 영장청구권 청와대 우리나라 영장신청 체포영장 법무부 인권침해 건설업자 기각률 성접대 영장전담
문재인정부,개혁,인권,현직 검사가 또 미투 년도 안 돼 성추문 불거진 앵커 한 현직 검사가 부하 직원을 성추행했다는 주장이 나와 검찰이 수사에 나섰습니다 문제가 불거진 검사는 곧바로 사표를 냈지만 대검은 그 사표 처리를 미뤄달라고 법무부에 요청하고 이 사안을 먼저 조사한다는 계획입니다 이현영 기자입니다 기자 대검찰청 특별감찰단은 성추행 의혹이 제기된 서울중앙지검 소속 현직 검사 미투 성추문 앵커 현직 검사 부하 직원 성추행 주장 검찰 수사 검사 사표 대검 사표 처리 법무부 요청 사안 조사 계획 이현영 대검찰청 특별 감찰단 성추행 의혹 제기 검사 서울중앙지검 소속 부부장 형사입건 수사 검사 술자리 부하 직원 신체 접촉 성희롱 발언 혐의 감찰 동시 수사 착수 만큼 사안 중대 추문 검사 사표 대검 법무부 검사 제출 사표 수리 요청 징계 수위 사표 수리 개혁안 대검 자체 개혁 조치 월 서지현 검사 안태근 검사장 성추행 폭로 검찰 성추행 진상 조사단 출범 대대적 수사 결과 현직 검사 포함 명 기소 대검 평등 인권 담당관 자리 성희롱 개정 성폭력 예방 지침 후속 조치 수사 제도 개선 검찰 성폭력 사건 근본적 대책 마련 지적 영상편집 김종우 성추행 성폭력 성희롱 법무부 대검찰청 이현영 미투 서울중앙지검 영상편집 형사입건 조사단 성추문 부부장 명 담당관 만큼 감찰단 검사장 서지현 안태근 개혁안 술자리 김종우 검사 수사
문재인정부,개혁,인권,김오수 검찰총장직 던졌다 수사권 박탈 막으려 배수진 여당 관련 법안 발의 이틀 만에 전임자 윤석열 이어 중도 사퇴 국민 공감대 여야 합의 꼭 필요 김오수 검찰총장 사진 이 일 더불어민주당의 검수완박 검찰 수사권 완전 박탈 법안 추진에 반발해 사직서를 제출했다 전임자였던 윤석열 대통령 당선인에 이어 문재인 정부 마지막 검찰총장도 여당과 갈등을 빚다 임기를 마치지 못하고 중도 퇴진하게 김오수 검찰총장직 수사 박탈 배수진 여당 법안 여당 법안 이틀 전임자 윤석열 중도 사퇴 국민 공감대 여야 합의 김오수 검찰 총장 사진 더불어민주당 검수완박 검찰 박탈 수사 완전 법안 추진 반발 사직서 제출 전임자 당선인 윤석열 대통령 문재인 정부 마지막 검찰 총장 여당 갈등 임기 중도 퇴진 총장 이날 입장문 검수완박 법안 입법 절차 갈등 분란 국민 검찰 구성원 머리 말씀 검찰총장 갈등 분란 발생 책임 사직서 법무부 장관 제출 사직서 민주당 검수완박 법안 검수 완박 발의 이틀 전격적 제출 총장 검수완박 법안 문재인 대통령 면담 요청 청와대 국회 면담 거부 총장 법무부 차관 재직 검찰개혁 관여 년 제도 개혁 시행 검찰 개혁 대상 지목 검찰 수사 전면 폐지 입법절차 진행 책임 통감 인권 영향 형사법체계 년 운영 제도 개혁 여부 생각 공청회 여론수렴 국민 공감대 여야 합의 생각 당선인 검찰총장직 중도 사퇴 총장 선출 임기 내년 문재인 정부 차관 번째 법무부 박상기 조국 추미애 장관 보좌 이력 친정부 인사 평가 선거 대통령 선거 윤핵관 인사들 거취 결정 압박 원칙 임무 충실 수행 의사 사실 거부 민주당 검수완박 법안 추진 공개적 반대 입장 표명 배수진 검찰 박성진 대검찰청 차장 대행 체제 총력전 검수 완박 저지 대검 일 전원 고검장 참석 회의 긴급 고검장 대응 방안 모색 법안 강행 처리 가능 만큼 검찰 조직 반발 전망 검수완박 법무부 고검장 사직서 검찰총장 문재인 당선인 윤석열 배수진 김오수 박성진 완박 더불어민주당 입법절차
박근혜정부,공무원,연금,신청사 지었다가 빚에 눌린 대전 동구청 대전 동구청이 올해 월분 직원 급여를 지급하지 못할 처지에 놓였다 지난해부터 년치 청소비도 밀려 있다 청사를 짓느라 낸 빚 갚기에도 벅찬 데다 복지비 부담까지 갈수록 커져서다 동구청은 지난달 일 올해 회 추경예산 억원을 편성했다 하지만 필수 경비 억원은 마련하지 못했다 편성하지 못한 주요 예산으로는 직원 명의 월 신청사 대전 동구청 지방채 억 지방채 억 원전체 예산 복지비 부담야근수당 업무추진비 절반 구의회 동참 해외 연수비 반납 대전 동구청 월 직원 급여 지급 처지 년 청소비 청사 복지비 부담 동구청 지난달 억 추경 예산 편성 억 필수 경비 마련 편성 예산 직원 월 급여 기초 노령 연금 억 년 청소 대행 사업비 억 공무원 연금 부담금 동구청 지역 업무 쓰레기 처리 대전시도시개발공사 사정 건립 영향 동구청 가오동 청사 준공 연면적 지하 규모 지상 청사 건립 년 이장우 새누리당 국회의원 청장 추진 청사 건립 억 지방채 발행 충당 동구청 연간 억 지방채 상환 주민 김제명 청사 주민들 결국 주민 피해 지적 복지비 부담 동구 비율 예산 대비 복지비 상승 동구 비율 대전 지역 구청 복지비 기획감사실장 문금복 동구청 기획 감사 실장 기초노령연금 영유아 보육료 증가 재정 부담 눈덩이 대전시 부족 예산 지원 요청 동구청 방안 예산 절감 강도 야근수당 출장비 업무추진비 경비 삭감 야근수당 규정 시간 시간당 만 허용 시간 인정 연간 절감 구청장 직원 업무추진비 연간 억 절반 급식비 직원 야근 일 지급 일 절감액 야근 급식비 연간 예정 공무원 채용 계획 취소 구청 관계자 삭감 각종 수당 동구청 직원 대전 지역 구청 직원 연간 정도 수입 구의회 시민단체 예산 절감 동참 구의회 해외 연수비 반납 결의 주민자치위원장협의회 다음달 대구 전국 주민 자치 센터 박람회 참가비 한현택 동구청장 공무원 지역주민 총력 무리 공사 건물 시대 동구청 공무원 복지비 지방채 구의회 동구 추진비 업무추진비 급식비 이장우 참가비 박람회 억 야근수당 억
