단어,log_odds_z,강화_정부
난입한,0.6765583858019091,문재인정부
아벨상,0.6765583858019091,문재인정부
성과보고회를,0.6765583858019091,문재인정부
해악을,0.6765583858019091,문재인정부
국가귀속,0.6765583858019091,문재인정부
오나시스,0.6765583858019091,문재인정부
의정부에서,0.6765583858019091,문재인정부
사퇴도,0.6765583858019091,문재인정부
청탁은,0.6765583858019091,문재인정부
입힌다,0.6765583858019091,문재인정부
간체,0.6765583858019091,문재인정부
재검토하겠다,0.6765583858019091,문재인정부
배후수요가,0.6765583858019091,문재인정부
수상자들이,0.6765583858019091,문재인정부
나가려는,0.6765583858019091,문재인정부
검토될,0.6765583858019091,문재인정부
달렸다는,0.6765583858019091,문재인정부
구역장,0.6765583858019091,문재인정부
건초더미,0.6765583858019091,문재인정부
주의하셔야겠습니다,0.6765583858019091,문재인정부
디스플레이산업,0.6765583858019091,문재인정부
어반하이브리드,0.6765583858019091,문재인정부
착용해,0.6765583858019091,문재인정부
안타까워했다,0.6765583858019091,문재인정부
업주들이,0.6765583858019091,문재인정부
최영창,0.6765583858019091,문재인정부
바른생활상,0.6765583858019091,문재인정부
달뒤,0.6765583858019091,문재인정부
넓히려는,0.6765583858019091,문재인정부
상실할,0.6765583858019091,문재인정부
지원센터를,0.6765583858019091,문재인정부
침대와,0.6765583858019091,문재인정부
공파,0.6765583858019091,문재인정부
날개인,0.6765583858019091,문재인정부
광저우에,0.6765583858019091,문재인정부
다르냐,0.6765583858019091,문재인정부
임승희,0.6765583858019091,문재인정부
탄력근로시간제,0.6765583858019091,문재인정부
북한사,0.6765583858019091,문재인정부
뒷바,0.6765583858019091,문재인정부
정비센터,0.6765583858019091,문재인정부
이혜련,0.6765583858019091,문재인정부
바렐라,0.6765583858019091,문재인정부
건립한다고,0.6765583858019091,문재인정부
시계제,0.6765583858019091,문재인정부
복원지,0.6765583858019091,문재인정부
파키스탄에,0.6765583858019091,문재인정부
물가변동률,0.6765583858019091,문재인정부
소비자정책,0.6765583858019091,문재인정부
제작시기,0.6765583858019091,문재인정부
지구온난화가,0.6765583858019091,문재인정부
절명시,0.6765583858019091,문재인정부
김창하,0.6765583858019091,문재인정부
횡성축협한우,0.6765583858019091,문재인정부
여비를,0.6765583858019091,문재인정부
개무시,0.6765583858019091,문재인정부
고광훈,0.6765583858019091,문재인정부
인사검증을,0.6765583858019091,문재인정부
블리스터,0.6765583858019091,문재인정부
양키스와,0.6765583858019091,문재인정부
탑재된다,0.6765583858019091,문재인정부
시행하게,0.6765583858019091,문재인정부
철회됐다,0.6765583858019091,문재인정부
형사팀,0.6765583858019091,문재인정부
주력한다,0.6765583858019091,문재인정부
수치라고,0.6765583858019091,문재인정부
손현승,0.6765583858019091,문재인정부
단독대표,0.6765583858019091,문재인정부
검사방식,0.6765583858019091,문재인정부
장기선,0.6765583858019091,문재인정부
언론간담회,0.6765583858019091,문재인정부
전남과학고,0.6765583858019091,문재인정부
포기하면서,0.6765583858019091,문재인정부
몽마르뜨,0.6765583858019091,문재인정부
밸러드,0.6765583858019091,문재인정부
유성생식,0.6765583858019091,문재인정부
정보분석관,0.6765583858019091,문재인정부
일환이라고,0.6765583858019091,문재인정부
평가인데,0.6765583858019091,문재인정부
관리하겠다고,0.6765583858019091,문재인정부
북한전문기자가,0.6765583858019091,문재인정부
문건도,0.6765583858019091,문재인정부
갈비살,0.6765583858019091,문재인정부
수리작업,0.6765583858019091,문재인정부
주민회장,0.6765583858019091,문재인정부
나가겠습니다,0.6765583858019091,문재인정부
알타,0.6765583858019091,문재인정부
개화당,0.6765583858019091,문재인정부
인정하면,0.6765583858019091,문재인정부
오영록,0.6765583858019091,문재인정부
청년에겐,0.6765583858019091,문재인정부
친화도시,0.6765583858019091,문재인정부
반기수,0.6765583858019091,문재인정부
민사항소,0.6765583858019091,문재인정부
이천공장,0.6765583858019091,문재인정부
국회까지,0.6765583858019091,문재인정부
오픈과,0.6765583858019091,문재인정부
신재훈,0.6765583858019091,문재인정부
동티,0.6765583858019091,문재인정부
연출됐습니다,0.6765583858019091,문재인정부
시행하며,0.6765583858019091,문재인정부
심원준,0.6765583858019091,문재인정부
한국중소기업학회,0.6765583858019091,문재인정부
세대환기,0.6765583858019091,문재인정부
숙대입구역,0.6765583858019091,문재인정부
서울전자통신,0.6765583858019091,문재인정부
행동과학,0.6765583858019091,문재인정부
조사총괄,0.6765583858019091,문재인정부
관측된,0.6765583858019091,문재인정부
되었으며,0.6765583858019091,문재인정부
강원도지사가,0.6765583858019091,문재인정부
노동체제,0.6765583858019091,문재인정부
벤처정책,0.6765583858019091,문재인정부
처가댁,0.6765583858019091,문재인정부
차별화되는,0.6765583858019091,문재인정부
폐업위기,0.6765583858019091,문재인정부
우유회사,0.6765583858019091,문재인정부
쏠림이,0.6765583858019091,문재인정부
부산대와,0.6765583858019091,문재인정부
커졌는데,0.6765583858019091,문재인정부
남성으로부터,0.6765583858019091,문재인정부
소명은,0.6765583858019091,문재인정부
칸막이가,0.6765583858019091,문재인정부
교권보호위원회,0.6765583858019091,문재인정부
결정적이었다,0.6765583858019091,문재인정부
단장급,0.6765583858019091,문재인정부
침수되고,0.6765583858019091,문재인정부
현장실무능력,0.6765583858019091,문재인정부
유명배우,0.6765583858019091,문재인정부
상정이,0.6765583858019091,문재인정부
교체돼,0.6765583858019091,문재인정부
자율운행,0.6765583858019091,문재인정부
아파트너,0.6765583858019091,문재인정부
노래방에,0.6765583858019091,문재인정부
사학진흥재단,0.6765583858019091,문재인정부
삼양인터내셔날,0.6765583858019091,문재인정부
고병수,0.6765583858019091,문재인정부
봉주,0.6765583858019091,문재인정부
통제기구,0.6765583858019091,문재인정부
병행돼야,0.6765583858019091,문재인정부
건립하고,0.6765583858019091,문재인정부
아내이자,0.6765583858019091,문재인정부
장애청년들,0.6765583858019091,문재인정부
핵심기술을,0.6763938506311366,문재인정부
저하가,0.6763938506311366,문재인정부
인피니언,0.6763938506311366,문재인정부
오촌,0.6763938506311366,문재인정부
동일스위트,0.6763938506311366,문재인정부
협력체계를,0.6763938506311366,문재인정부
수거한,0.6763938506311366,문재인정부
홍원,0.6763938506311366,문재인정부
김병건,0.6763938506311366,문재인정부
가입시,0.6763938506311366,문재인정부
헌신에,0.6763938506311366,문재인정부
의무기록지,0.6763938506311366,문재인정부
신계사,0.6763938506311366,문재인정부
소비자도,0.6763938506311366,문재인정부
유전체학,0.6763938506311366,문재인정부
진정세를,0.6763938506311366,문재인정부
항공정비사,0.6763938506311366,문재인정부
연재물입니다,0.6763938506311366,문재인정부
기차는,0.6763938506311366,문재인정부
텐들러,0.6763938506311366,문재인정부
회수하는,0.6763938506311366,문재인정부
해명해야,0.6763938506311366,문재인정부
경비원의,0.6763938506311366,문재인정부
육군장,0.6763938506311366,문재인정부
청새치,0.6763938506311366,문재인정부
개방한다,0.6763938506311366,문재인정부
운영도,0.6763938506311366,문재인정부
고령친화산업,0.6763938506311366,문재인정부
행동학,0.6763938506311366,문재인정부
학급수,0.6763938506311366,문재인정부
공감했습니다,0.6763938506311366,문재인정부
최고위원으로,0.6763938506311366,문재인정부
떠들썩한,0.6763938506311366,문재인정부
봉안시설,0.6763938506311366,문재인정부
창업기업의,0.6763938506311366,문재인정부
패널의,0.6763938506311366,문재인정부
전문자격,0.6763938506311366,문재인정부
귀화선수,0.6763938506311366,문재인정부
일반재판,0.6763938506311366,문재인정부
합병비율,0.6762062916912993,문재인정부
기대치,0.6761397852046264,문재인정부
자원들,0.6760494260942262,문재인정부
선정했습니다,0.676032865881389,문재인정부
병원급,0.6760304450828302,문재인정부
성문화,0.675850833421525,문재인정부
본채,0.675850833421525,문재인정부
느껴질,0.6757602213423023,문재인정부
팔아야,0.6757602213423023,문재인정부
카레라,0.6757602213423023,문재인정부
수퍼맨,0.6757602213423023,문재인정부
보고한,0.6755323758533549,문재인정부
식욕부진,0.6754943569974926,문재인정부
장려책,0.6754943569974926,문재인정부
단지입니다,0.6754943569974926,문재인정부
한미동맹의,0.6754943569974926,문재인정부
노동에,0.6754943569974926,문재인정부
분양시장에서,0.6754943569974926,문재인정부
등에서는,0.6754430480133727,문재인정부
부당하다는,0.6754217290506922,문재인정부
도전한,0.6753788708696984,문재인정부
보이면서,0.6753412143784286,문재인정부
사은품,0.675338126392312,문재인정부
숫자가,0.6751071158501912,문재인정부
지미,0.6749111032724607,문재인정부
정한,0.6748379396888737,문재인정부
관측도,0.6747363119592483,문재인정부
세계무역,0.6747111232732732,문재인정부
정법대,0.6747111232732732,문재인정부
공원녹지,0.6747111232732732,문재인정부
유골함,0.6747111232732732,문재인정부
수정해야,0.6747111232732732,문재인정부
시설이다,0.6747111232732732,문재인정부
아지노모토,0.6747111232732732,문재인정부
일렉트로니카,0.6747111232732732,문재인정부
둔화되고,0.6747111232732732,문재인정부
용진,0.6747111232732732,문재인정부
중구청장,0.674659017082791,문재인정부
유찰,0.6745887660746782,문재인정부
주목해야,0.6744256439249269,문재인정부
이용건수,0.6743214889508814,문재인정부
휴비스,0.6743214889508814,문재인정부
흑심,0.6743214889508814,문재인정부
각화동,0.6743214889508814,문재인정부
구로구청장,0.6743214889508814,문재인정부
지정되는,0.6743214889508814,문재인정부
인식되는,0.6743214889508814,문재인정부
애플리케이션으로,0.6743214889508814,문재인정부
등록에,0.6743214889508814,문재인정부
이용신,0.6743214889508814,문재인정부
질병관리본부에,0.6743214889508814,문재인정부
결의들,0.6743214889508814,문재인정부
등록면허세,0.6743214889508814,문재인정부
전타입,0.6743214889508814,문재인정부
수사경험,0.6743214889508814,문재인정부
되었으면,0.6743214889508814,문재인정부
선거민주주의,0.6743214889508814,문재인정부
정복수,0.6743214889508814,문재인정부
매섭다,0.6743214889508814,문재인정부
서울시치,0.6743214889508814,문재인정부
문화체육관광부에,0.6743214889508814,문재인정부
급식단가,0.6743214889508814,문재인정부
통과하며,0.6743214889508814,문재인정부
앞치마를,0.6743214889508814,문재인정부
초초,0.6743214889508814,문재인정부
증원전력,0.6743214889508814,문재인정부
안내와,0.6743214889508814,문재인정부
대학입시를,0.6743214889508814,문재인정부
이발비,0.6743214889508814,문재인정부
배점표,0.6743214889508814,문재인정부
당하면서,0.6743214889508814,문재인정부
비만세,0.6743214889508814,문재인정부
서석대,0.6743214889508814,문재인정부
홍보할,0.6743214889508814,문재인정부
김장현,0.6743214889508814,문재인정부
이군은,0.6743214889508814,문재인정부
청년정책을,0.6743214889508814,문재인정부
장악력을,0.6743214889508814,문재인정부
일반재산,0.6743214889508814,문재인정부
취업과정,0.6743214889508814,문재인정부
번지자,0.6743214889508814,문재인정부
원종준,0.6743214889508814,문재인정부
고타,0.6743214889508814,문재인정부
완벽주,0.6743214889508814,문재인정부
소득기반,0.6743214889508814,문재인정부
전기전자공학부,0.6743214889508814,문재인정부
한하운,0.6743214889508814,문재인정부
페어뱅크,0.6743214889508814,문재인정부
새만금개발청장,0.6743214889508814,문재인정부
백학,0.6743214889508814,문재인정부
마을인,0.6743214889508814,문재인정부
껐다,0.6743214889508814,문재인정부
경청하는,0.6743214889508814,문재인정부
서울중,0.6743214889508814,문재인정부
원안위원,0.6743214889508814,문재인정부
복토,0.6743214889508814,문재인정부
나눴습니다,0.6742992945451977,문재인정부
일대의,0.6742992945451977,문재인정부
운동기구,0.6742992945451977,문재인정부
말잔치,0.6742992945451977,문재인정부
함장,0.6742952377407222,문재인정부
번창,0.6740952762124747,문재인정부
신의주,0.6739276787470563,문재인정부
여직원을,0.6738926020001967,문재인정부
발족했다,0.6738926020001967,문재인정부
논쟁에,0.6738926020001967,문재인정부
문화재로,0.6738926020001967,문재인정부
수료,0.6735762944771758,문재인정부
소렌토,0.673455048580729,문재인정부
영동지역,0.673455048580729,문재인정부
사무관들,0.673455048580729,문재인정부
인터콘티넨탈,0.673455048580729,문재인정부
고려대상,0.673455048580729,문재인정부
광주광역시가,0.673455048580729,문재인정부
정석진,0.673455048580729,문재인정부
방치되고,0.673455048580729,문재인정부
유연화,0.673455048580729,문재인정부
바네사,0.673455048580729,문재인정부
주경애,0.6733247163895475,문재인정부
가동하지,0.6733247163895475,문재인정부
차원이라고,0.6733247163895475,문재인정부
문화난장,0.6733247163895475,문재인정부
석사장교,0.6733247163895475,문재인정부
먼저라고,0.6733247163895475,문재인정부
투입설,0.6733247163895475,문재인정부
강동화,0.6733247163895475,문재인정부
청렴정책,0.6733247163895475,문재인정부
기장군이,0.6733247163895475,문재인정부
스트레스성,0.6733247163895475,문재인정부
의대교수,0.6733247163895475,문재인정부
박중구,0.6733247163895475,문재인정부
임대사업자가,0.6733247163895475,문재인정부
정상모,0.6733247163895475,문재인정부
업무협약서,0.6733247163895475,문재인정부
참가업체들,0.6733247163895475,문재인정부
담라우,0.6733247163895475,문재인정부
삼성전기는,0.6733247163895475,문재인정부
만월,0.6733247163895475,문재인정부
대기업까지,0.6733247163895475,문재인정부
프라푸치노,0.6733247163895475,문재인정부
교통공학과,0.6733247163895475,문재인정부
출하량은,0.6733247163895475,문재인정부
금토일,0.6733247163895475,문재인정부
이호상,0.6733247163895475,문재인정부
재오픈,0.6733247163895475,문재인정부
초경합,0.6733247163895475,문재인정부
동참하면서,0.6733247163895475,문재인정부
천연가스를,0.6733247163895475,문재인정부
삼계죽,0.6733247163895475,문재인정부
박승건,0.6733247163895475,문재인정부
모친이,0.6733247163895475,문재인정부
수예,0.6733247163895475,문재인정부
장도원,0.6733247163895475,문재인정부
차별받는,0.6733247163895475,문재인정부
무장을,0.6733247163895475,문재인정부
대한산업공학회,0.6733247163895475,문재인정부
정지성,0.6733247163895475,문재인정부
샌드링엄,0.6733247163895475,문재인정부
회색도시,0.6733247163895475,문재인정부
이숙연,0.6733247163895475,문재인정부
시기나,0.6733247163895475,문재인정부
제고가,0.6733247163895475,문재인정부
장애아들,0.6733247163895475,문재인정부
주소지가,0.6733247163895475,문재인정부
공영방송은,0.6733247163895475,문재인정부
지속성장을,0.6733247163895475,문재인정부
명단들,0.6733247163895475,문재인정부
두봉,0.6733247163895475,문재인정부
춘천소방서,0.6733247163895475,문재인정부
까스활명수,0.6733247163895475,문재인정부
안개비,0.6733247163895475,문재인정부
보수권,0.6733247163895475,문재인정부
플라톤아카데미,0.6733247163895475,문재인정부
기노시타,0.6733247163895475,문재인정부
났어요,0.6733247163895475,문재인정부
배추와,0.6733247163895475,문재인정부
곤란자,0.6733247163895475,문재인정부
민간조사,0.6733247163895475,문재인정부
보관방법,0.6733247163895475,문재인정부
위협까지,0.6733247163895475,문재인정부
무역전문가,0.6733247163895475,문재인정부
홀렸다,0.6733247163895475,문재인정부
질식사고,0.6733247163895475,문재인정부
경북교육감,0.6733247163895475,문재인정부
작전구역,0.6733247163895475,문재인정부
상생에,0.6733247163895475,문재인정부
과로사로,0.6733247163895475,문재인정부
스웨이,0.6733247163895475,문재인정부
생애주기에,0.6733247163895475,문재인정부
제천역,0.6733247163895475,문재인정부
널뛰는,0.6733247163895475,문재인정부
제물이,0.6733247163895475,문재인정부
출격을,0.6733247163895475,문재인정부
총괄하던,0.6733247163895475,문재인정부
연구위원님,0.6733247163895475,문재인정부
늦바람,0.6733247163895475,문재인정부
생활권으로,0.6733247163895475,문재인정부
경제담당,0.6733247163895475,문재인정부
반포본동,0.6733247163895475,문재인정부
하이엔드급,0.6733247163895475,문재인정부
영입돼,0.6733247163895475,문재인정부
성장한다는,0.6733247163895475,문재인정부
수송을,0.6733247163895475,문재인정부
홍기문,0.6733247163895475,문재인정부
상생성,0.6733247163895475,문재인정부
사회와의,0.6733247163895475,문재인정부
자국민의,0.6733247163895475,문재인정부
개발계획안,0.6733247163895475,문재인정부
베케이션,0.6733247163895475,문재인정부
앤리조트,0.6733247163895475,문재인정부
심리상담소,0.6733247163895475,문재인정부
공동설립,0.6733247163895475,문재인정부
재난약자,0.6733247163895475,문재인정부
한일문제,0.6733247163895475,문재인정부
아픔은,0.6733247163895475,문재인정부
오르니,0.6733247163895475,문재인정부
청약결과,0.6733247163895475,문재인정부
나가도,0.6733247163895475,문재인정부
제소를,0.6733247163895475,문재인정부
차고에서,0.6733247163895475,문재인정부
수출지원사업,0.6733247163895475,문재인정부
국제정치이론,0.6733247163895475,문재인정부
대급,0.6733247163895475,문재인정부
시비거리,0.6733247163895475,문재인정부
추풍,0.6733247163895475,문재인정부
관왕묘,0.6733247163895475,문재인정부
노충식,0.6733247163895475,문재인정부
연령적,0.6733247163895475,문재인정부
가로줄,0.6733247163895475,문재인정부
걸리자,0.6733247163895475,문재인정부
동원됐다는,0.6733247163895475,문재인정부
정확하지,0.6733247163895475,문재인정부
관문으로,0.6733247163895475,문재인정부
직무면접,0.6733247163895475,문재인정부
가족구성,0.6733247163895475,문재인정부
사촌언니,0.6733247163895475,문재인정부
따라가기,0.6733247163895475,문재인정부
난양,0.6733247163895475,문재인정부
해찬,0.6733247163895475,문재인정부
잠깐의,0.6733247163895475,문재인정부
대법서,0.6733247163895475,문재인정부
비비씨,0.6733247163895475,문재인정부
전담국,0.6733247163895475,문재인정부
외과의,0.6733247163895475,문재인정부
휘트니미술관,0.6733247163895475,문재인정부
한구,0.6733247163895475,문재인정부
남궁인,0.6733247163895475,문재인정부
문헌학자,0.6733247163895475,문재인정부
출연은,0.6733247163895475,문재인정부
고령화는,0.6733247163895475,문재인정부
응답들,0.6733247163895475,문재인정부
비자제도,0.6733247163895475,문재인정부
김소향,0.6733247163895475,문재인정부
중장기적으로는,0.6733247163895475,문재인정부
주말동안,0.6733247163895475,문재인정부
성과라며,0.6733247163895475,문재인정부
심구섭,0.6733247163895475,문재인정부
결과적으로는,0.6733247163895475,문재인정부
중앙집중형,0.6733247163895475,문재인정부
보고사,0.6733247163895475,문재인정부
실기시험을,0.6733247163895475,문재인정부
오프셋,0.6733247163895475,문재인정부
생기나,0.6733247163895475,문재인정부
기탁한,0.6733247163895475,문재인정부
순간으로,0.6733247163895475,문재인정부
계속하겠다,0.6733247163895475,문재인정부
동철,0.6733247163895475,문재인정부
영국표준협회,0.6733247163895475,문재인정부
해지한,0.6733247163895475,문재인정부
출동시간,0.6733247163895475,문재인정부
갖춘다,0.6733247163895475,문재인정부
모델까지,0.6733247163895475,문재인정부
거래시,0.6733247163895475,문재인정부
간헐천,0.6733247163895475,문재인정부
삼송테크노밸리,0.6733247163895475,문재인정부
행정명령으로,0.6733247163895475,문재인정부
생쥐들,0.6733247163895475,문재인정부
양천서,0.6733247163895475,문재인정부
전용기가,0.6733247163895475,문재인정부
금도금,0.6733247163895475,문재인정부
관련해서다,0.6733247163895475,문재인정부
사회교육과,0.6733247163895475,문재인정부
열사는,0.6733247163895475,문재인정부
파온,0.6733247163895475,문재인정부
코스닥도,0.6733247163895475,문재인정부
출사표를,0.673283279251152,문재인정부
이규성,0.6730967293936913,문재인정부
거세지고,0.6730201631703066,문재인정부
수입하는,0.6729839782117796,문재인정부
한국여행업협회,0.6729839782117796,문재인정부
한국경총,0.6729839782117796,문재인정부
베타아밀로이드,0.6729839782117796,문재인정부
풀까,0.6729839782117796,문재인정부
낫다는,0.6729839782117796,문재인정부
급증해,0.6729839782117796,문재인정부
어페어스,0.6729839782117796,문재인정부
계주,0.6728957633183901,문재인정부
인천지방법원,0.6728838487481268,문재인정부
벤자민,0.6728527010906777,문재인정부
피복,0.6728275160406595,문재인정부
고객이,0.6726280954243254,문재인정부
부원장이,0.6725746343035369,문재인정부
지구환경과학,0.6725746343035369,문재인정부
민주사회장,0.6725746343035369,문재인정부
실적에서,0.6725746343035369,문재인정부
동대문디자인플라자에서,0.6725746343035369,문재인정부
연장의,0.6725746343035369,문재인정부
재개해야,0.6725746343035369,문재인정부
예산안에는,0.6725746343035369,문재인정부
구축하겠다는,0.6725746343035369,문재인정부
빈전,0.6725746343035369,문재인정부
울산에서도,0.6725746343035369,문재인정부
김한승,0.6725746343035369,문재인정부
재무처,0.6725746343035369,문재인정부
염원이,0.6725746343035369,문재인정부
장로교회,0.6725746343035369,문재인정부
정미정,0.6725746343035369,문재인정부
관리선,0.6725746343035369,문재인정부
명일여고,0.6725746343035369,문재인정부
징계의결서,0.6725746343035369,문재인정부
청주상당경찰서,0.6725746343035369,문재인정부
대한민국예술원상,0.6725746343035369,문재인정부
소방공무원을,0.6725746343035369,문재인정부
향상이,0.6725746343035369,문재인정부
소국들,0.6725746343035369,문재인정부
최우선에,0.6725746343035369,문재인정부
미디어홀딩스,0.6725746343035369,문재인정부
최승욱,0.6725746343035369,문재인정부
건설자금,0.6725746343035369,문재인정부
서종수,0.6725746343035369,문재인정부
공작부인,0.6725746343035369,문재인정부
출범의,0.6725746343035369,문재인정부
범미보건기구,0.6725746343035369,문재인정부
브리핑은,0.6725746343035369,문재인정부
일탈을,0.6725746343035369,문재인정부
오해의,0.6725746343035369,문재인정부
체결식을,0.6725746343035369,문재인정부
외침을,0.6725746343035369,문재인정부
파일로,0.6725746343035369,문재인정부
시청이,0.6725746343035369,문재인정부
자유민주국가,0.6725746343035369,문재인정부
리스크는,0.6725746343035369,문재인정부
브룩스브라더스,0.6725746343035369,문재인정부
총수는,0.6725746343035369,문재인정부
신설했습니다,0.6725746343035369,문재인정부
배수연,0.6725746343035369,문재인정부
이어가자,0.6725746343035369,문재인정부
체감하고,0.6725746343035369,문재인정부
기자회견에는,0.6725746343035369,문재인정부
맙시다,0.6725746343035369,문재인정부
발생함에,0.6725746343035369,문재인정부
종합시장,0.6725746343035369,문재인정부
제주도교육청은,0.6725746343035369,문재인정부
광진교,0.6725746343035369,문재인정부
예상되자,0.6725746343035369,문재인정부
지명하고,0.6725746343035369,문재인정부
표출했다,0.6725746343035369,문재인정부
임차계약,0.6725746343035369,문재인정부
육종,0.6721544181377934,문재인정부
온도탑,0.671973926322726,문재인정부
흐름과,0.671973926322726,문재인정부
다양성을,0.6716274853819413,문재인정부
동일본대,0.6716274853819413,문재인정부
시달리다,0.6716274853819413,문재인정부
일부분,0.6715515024414286,문재인정부
보강수사,0.6715311053606703,문재인정부
멀리서,0.6715016399466279,문재인정부
아프게,0.6715016399466279,문재인정부
발간하는,0.6715016399466279,문재인정부
이의제기권,0.6715016399466279,문재인정부
학사제도,0.6714375679770743,문재인정부
보조적,0.6714375679770743,문재인정부
노력과,0.6714375679770743,문재인정부
중대고비,0.6712877902316732,문재인정부
해시시,0.6712877902316732,문재인정부
생활권에,0.6712877902316732,문재인정부
서섹스,0.6712877902316732,문재인정부
학술발표,0.6712877902316732,문재인정부
인권침해라는,0.6712877902316732,문재인정부
명조체,0.6712877902316732,문재인정부
박진균,0.6712877902316732,문재인정부
규격품,0.6712877902316732,문재인정부
핵심그룹,0.6712877902316732,문재인정부
경고용,0.6712877902316732,문재인정부
위반금액,0.6712877902316732,문재인정부
과테말,0.6712877902316732,문재인정부
조립하는,0.6712877902316732,문재인정부
유학비자,0.6712877902316732,문재인정부
독서대전,0.6712877902316732,문재인정부
자문료를,0.6712877902316732,문재인정부
노무현을,0.6712877902316732,문재인정부
윤경원,0.6712877902316732,문재인정부
이호택,0.6712877902316732,문재인정부
이관을,0.6712877902316732,문재인정부
약물전달시스템,0.6712877902316732,문재인정부
소세포폐암,0.6712877902316732,문재인정부
식자재를,0.6712877902316732,문재인정부
부수업무,0.6712877902316732,문재인정부
보건소의,0.6712877902316732,문재인정부
남겼지만,0.6712877902316732,문재인정부
인사에서도,0.6712877902316732,문재인정부
합리화를,0.6712877902316732,문재인정부
울먹였다,0.6712877902316732,문재인정부
예혜란,0.6712877902316732,문재인정부
변할까,0.6712877902316732,문재인정부
이의신청이,0.6712877902316732,문재인정부
완제품을,0.6712877902316732,문재인정부
충북도에,0.6712877902316732,문재인정부
성적처리,0.6712877902316732,문재인정부
색온도,0.6712877902316732,문재인정부
관계기관의,0.6712877902316732,문재인정부
존경하고,0.6712877902316732,문재인정부
뛰쳐나와,0.6712877902316732,문재인정부
착각해,0.6712877902316732,문재인정부
서약서를,0.6712877902316732,문재인정부
획지,0.6712877902316732,문재인정부
좁혔다,0.6712877902316732,문재인정부
자살위험,0.6712877902316732,문재인정부
고재성,0.6712877902316732,문재인정부
넙다리뼈,0.6712877902316732,문재인정부
국제관계대사,0.6712877902316732,문재인정부
보합세를,0.6712877902316732,문재인정부
해보죠,0.6712877902316732,문재인정부
화순군청,0.6712877902316732,문재인정부
신환,0.6712877902316732,문재인정부
농림식품부,0.6712877902316732,문재인정부
비판하면,0.6712877902316732,문재인정부
한국노동경제학회,0.6712877902316732,문재인정부
세질,0.6712877902316732,문재인정부
정책과제로,0.6712877902316732,문재인정부
후퇴기,0.6712877902316732,문재인정부
잦았던,0.6712877902316732,문재인정부
솔루블,0.6712877902316732,문재인정부
종아리뼈,0.6712877902316732,문재인정부
이홍섭,0.6712877902316732,문재인정부
불며,0.6712877902316732,문재인정부
질병관리본부에서,0.6712877902316732,문재인정부
사성암,0.6712877902316732,문재인정부
실손보험에,0.6712877902316732,문재인정부
건국대가,0.6712877902316732,문재인정부
연령도,0.6712877902316732,문재인정부
콘셉,0.6712877902316732,문재인정부
협의내용,0.6712877902316732,문재인정부
비셰그라드,0.6712877902316732,문재인정부
정숙희,0.6712877902316732,문재인정부
기일이,0.6712877902316732,문재인정부
강종구,0.6712877902316732,문재인정부
시범공연,0.6712877902316732,문재인정부
내놓으라는,0.6712877902316732,문재인정부
불체자,0.6712877902316732,문재인정부
상대할,0.6712877902316732,문재인정부
플릭사비,0.6712877902316732,문재인정부
일까지이며,0.6712877902316732,문재인정부
검토하면서,0.6712877902316732,문재인정부
옮기며,0.6712877902316732,문재인정부
자성을,0.6712877902316732,문재인정부
지반토스,0.6712877902316732,문재인정부
김은준,0.6712877902316732,문재인정부
구조대원들이,0.6712877902316732,문재인정부
상담장,0.6712877902316732,문재인정부
법제사법위원회가,0.6712877902316732,문재인정부
직급과,0.6712877902316732,문재인정부
소비자로부터,0.6712877902316732,문재인정부
택시에서,0.6712877902316732,문재인정부
휴가원,0.6712877902316732,문재인정부
윤시중,0.6712877902316732,문재인정부
관련정보,0.6712877902316732,문재인정부
김진관,0.6712877902316732,문재인정부
오상준,0.6712877902316732,문재인정부
화홍문,0.6712877902316732,문재인정부
프리미,0.6712877902316732,문재인정부
권리남용,0.6712877902316732,문재인정부
기준으로도,0.6712877902316732,문재인정부
박호석,0.6712877902316732,문재인정부
예산관,0.6712877902316732,문재인정부
상품구성,0.6712877902316732,문재인정부
장안사,0.6712877902316732,문재인정부
허용한다고,0.6712877902316732,문재인정부
꺼야,0.6712877902316732,문재인정부
황혜정,0.6712877902316732,문재인정부
수소차를,0.6712877902316732,문재인정부
새싹보리,0.6712877902316732,문재인정부
전망치인,0.6712877902316732,문재인정부
음반점,0.6712877902316732,문재인정부
젖니,0.6712877902316732,문재인정부
가집행,0.6712877902316732,문재인정부
성노리개,0.6712877902316732,문재인정부
평가손익,0.6712877902316732,문재인정부
늙는,0.6712877902316732,문재인정부
알바몬이,0.6712877902316732,문재인정부
사고법,0.6712877902316732,문재인정부
근접전,0.6712877902316732,문재인정부
저버리는,0.6712877902316732,문재인정부
민주진보,0.6712877902316732,문재인정부
전체와,0.6712877902316732,문재인정부
거주성,0.6712877902316732,문재인정부
거래대상,0.6712877902316732,문재인정부
국립현대미술관이,0.6712877902316732,문재인정부
좀비가,0.6712877902316732,문재인정부
업무방해와,0.6712877902316732,문재인정부
고정이하여신,0.6712877902316732,문재인정부
탕평채,0.6712877902316732,문재인정부
승리하기,0.6712877902316732,문재인정부
정치행정,0.6712877902316732,문재인정부
송동주,0.6712877902316732,문재인정부
개인변호사,0.6712877902316732,문재인정부
갈갈이,0.6712877902316732,문재인정부
투표하고,0.6712111481798471,문재인정부
통신설비,0.6712111481798471,문재인정부
유바리시,0.6712111481798471,문재인정부
산업단지와,0.6712111481798471,문재인정부
