,박근혜정부,문재인정부,importance,증감률(%)
마음,0.006879584801485709,0.0066307296025179905,0.0135103144040037,-3.6172996793930894
경쟁,0.0061418878177775605,0.005866533014750779,0.01200842083252834,-4.483227489596491
경영,0.00682110630896816,0.006429404560993816,0.013250510869961976,-5.742495868439218
희망,0.004467370667737201,0.0041657055064625945,0.008633076174199795,-6.752633343214491
공사,0.0043619241901039565,0.004017383242322688,0.008379307432426646,-7.898829341485117
책임,0.007950853476748614,0.0072438047248433585,0.015194658201591972,-8.892740307351161
교육,0.012964845312988157,0.011464316632549055,0.024429161945537212,-11.573826329696931
승진,0.003776617298705662,0.0033011132369085905,0.0070777305356142526,-12.590739918498981
노조,0.005009666625487721,0.004357887202535322,0.009367553828023043,-13.010435058419562
능력,0.005784341331179157,0.005013035834839759,0.010797377166018916,-13.334370366109862
현실,0.005388812681557563,0.004666631364382051,0.010055444045939613,-13.40149231104421
태도,0.003291786900153256,0.0028404700146050766,0.0061322569147583324,-13.710391931117027
조직,0.011427313246437506,0.009501052329719189,0.020928365576156696,-16.85663878443897
노동,0.005359349654054166,0.004453187199058806,0.009812536853112973,-16.908067461317422
개혁,0.010483335455789269,0.008353259052970971,0.01883659450876024,-20.318689712843195
공무원,0.018774762602866004,0.014916784965587052,0.03369154756845306,-20.548742580052778
취업,0.005847285272773155,0.004544516449570301,0.010391801722343455,-22.279891649360174
복지,0.006769078209125399,0.004770490035326112,0.011539568244451511,-29.525263441409034
연금,0.007508589808926117,0.003191085084186258,0.010699674893112375,-57.500873461049416
